		AHCY	AKR1C1	ALUsq(Eurogentec)	ARHGEF7	BIRC5	CAMTA1	CAMTA2	CD44	CDCA5	CDH5	CDKN3	CLSTN1	CPSG3	DDC	DPYSL3	ECEL1	ELAVL4	EPB41L3	EPHA5	EPN2	FYN	GNB1	HIVEP2	HMBS	HPRT1	IGSF4	INPP1	MAP2K4	MAP7	MAPT	MCM2	MRPL3	MTSS1	MYCN(4)	NHLH2	NM23A	NRCAM	NTRK1	ODC1	PAICS	PDE4DIP	PIK3R1	PLAGL1	PLAT	PMP22	PRAME	PRDM2	PRKACB	PRKCZ	PTN	PTPRF	PTPRH	PTPRN2	QPCT	SCG2	SDHA(1)	SLC25A5	SLC6A8	SNAPC1	TNFRSF	TYMS	UBC(2)	ULK2	WSB1
ratio	Bias as ratio mean	4677.66	2456.00	59.18	5870.85	4965.10	8341.30	7786.28	5266.43	4674.20	6756.67	6179.45	2980.77	4770.82	4788.61	1973.96	5343.86	5701.69	4148.52	4948.19	4473.90	3497.65	5182.04	6086.99	6151.97	5919.50	3549.37	3270.56	6034.15	2929.26	6173.74	5504.02	4029.26	3777.75	5297.00	2779.37	2119.82	7532.17	6451.51	9521.42	2555.25	3455.00	5713.59	6387.62	3419.94	7651.83	3143.58	3626.36	2394.80	6796.85	7002.25	3732.87	8338.94	8273.05	5941.58	4559.88	4185.37	5135.45	5169.06	7243.77	5816.11	5041.27	4880.49	4318.20	6117.63
																																																																	
	take log																																																																
	-4.0	-3.746566	-3.239961	-2.033838	-3.756454	-3.844682	-4.147313	-3.795114	-3.533556	-3.989323	-3.798271	-4.050651	-3.342008	-3.796448	-3.532510	-3.236074	-3.679449	-3.706282	-3.789918	-3.670563	-3.480419	-3.600107	-3.831558	-3.833980	-3.688435	-3.820401	-3.406019	-3.409012	-4.039217	-3.297785	-3.671898	-3.555719	-3.536963	-3.563307	-3.737587	-3.392611	-3.068434	-3.986965	-3.654554	-4.091538	-3.231555	-3.353788	-3.605370	-3.570890	-3.332178	-4.025558	-3.263891	-3.391798	-3.316940	-3.739895	-3.717008	-3.856778	-4.033770	-4.029719	-3.912263	-3.698250	-3.586695	-3.871112	-3.773186	-3.822551	-3.653152	-3.595310	-3.612105	-3.525507	-3.881649
	-4.0	-3.792558	-3.499355	-1.812289	-3.754680	-3.483449	-3.896749	-3.807560	-4.107928	-3.679914	-4.029432	-4.014348	-3.490690	-3.719134	-3.680282	-3.220406	-3.691577	-3.775486	-3.914426	-3.513716	-3.787670	-3.340570	-3.654501	-3.733375	-3.833933	-3.731009	-3.654833	-3.770973	-3.625948	-3.409465	-4.092301	-3.767356	-3.628696	-3.413781	-3.724591	-3.392942	-3.521299	-3.930354	-4.027907	-3.933261	-3.709816	-3.641344	-3.855664	-4.016634	-3.604409	-3.768532	-3.583177	-3.505781	-3.633739	-3.828054	-3.995464	-3.462090	-4.061451	-4.007552	-3.708143	-3.705937	-3.819845	-3.617341	-3.555406	-3.766007	-3.922230	-3.840719	-3.623754	-4.037111	-3.712853
	-4.0	-3.521608	-3.482399	-1.584406	-3.796227	-3.877091	-3.791602	-4.159540	-3.701288	-3.481012	-3.717974	-3.523258	-3.641318	-3.555791	-3.905626	-3.472208	-3.827505	-3.791004	-3.357379	-4.063655	-3.752789	-3.823611	-3.677827	-3.791759	-3.865948	-3.770045	-3.636014	-3.446240	-3.771639	-3.883152	-3.716220	-4.017532	-3.659558	-3.869290	-3.710340	-3.568934	-3.585180	-3.749945	-3.824794	-3.930064	-3.406439	-3.705264	-3.861573	-3.979582	-3.787381	-3.894903	-3.828048	-3.960456	-3.268986	-3.955493	-3.867995	-3.495484	-3.743684	-3.767102	-3.728836	-3.583753	-3.513756	-3.681380	-3.874707	-4.034862	-3.759587	-3.705827	-3.877489	-3.516080	-3.781589
	-3.0	-3.052259	-2.564431	-0.523131	-2.927793	-2.944513	-3.046972	-2.999049	-2.749814	-2.697124	-2.877900	-3.139830	-2.553388	-2.599604	-3.001259	-2.362531	-2.755081	-2.472072	-2.624550	-2.601294	-2.728750	-2.812356	-2.982681	-2.670330	-2.927549	-2.855073	-2.882007	-2.701295	-2.647401	-3.007087	-2.812427	-3.280153	-2.832545	-2.632895	-2.731212	-2.775825	-2.899583	-2.552150	-2.730605	-3.062140	-2.844359	-2.889945	-2.875030	-2.812725	-2.952038	-2.726713	-2.798101	-2.798699	-2.601584	-2.871637	-3.010382	-2.722287	-2.877469	-2.958503	-2.797582	-2.740214	-2.856732	-3.020614	-2.689777	-3.109492	-2.730273	-2.930386	-2.472547	-2.849219	-2.929466
	-3.0	-2.865642	-2.517875	-1.696140	-2.960663	-2.950887	-2.879399	-3.076014	-2.947724	-2.899922	-2.543745	-2.847018	-2.716512	-2.623694	-2.699409	-2.523010	-2.834150	-2.831901	-2.765310	-2.604532	-2.804171	-2.741674	-2.727504	-2.856240	-2.812639	-3.334413	-2.684205	-2.781458	-2.642457	-2.681001	-2.805122	-2.934153	-2.581972	-2.759290	-2.682250	-2.640375	-2.911426	-2.845974	-2.751839	-2.928210	-2.764993	-2.894358	-2.778176	-2.847750	-3.010283	-2.609993	-2.713698	-2.950459	-2.688749	-2.916849	-2.874492	-2.577304	-2.760848	-2.740693	-2.876663	-2.824885	-2.767422	-3.028168	-2.855860	-2.887153	-2.826804	-2.802097	-2.888367	-2.915810	-2.875003
	-3.0	-3.045493	-2.533753	-1.661113	-3.116481	-2.678675	-2.967354	-3.162875	-2.842943	-2.919405	-2.702379	-2.940680	-2.661821	-2.871478	-2.861187	-2.761244	-2.855775	-2.814227	-2.949906	-2.810506	-2.750085	-2.626116	-2.877492	-2.853271	-2.725107	-3.178155	-2.977739	-2.906999	-2.672799	-2.753652	-2.693494	-2.972013	-2.852808	-2.916606	-2.682403	-2.830391	-2.949023	-2.834313	-2.723313	-2.791472	-2.917838	-2.635545	-2.709384	-2.934172	-2.625618	-2.937989	-2.953071	-3.112426	-2.819003	-2.845428	-2.766234	-2.744564	-2.880271	-3.011060	-2.826645	-2.905940	-2.860627	-2.870229	-2.818071	-2.664299	-2.862558	-3.041846	-2.512372	-2.811003	-2.909303
	-2.0	-2.095373	-1.811092	-1.499783	-1.851203	-1.847337	-2.295307	-2.201646	-2.135997	-1.971585	-1.967008	-1.907929	-1.886411	-1.732230	-1.828767	-1.986672	-2.115477	-1.784547	-1.959725	-1.937836	-1.884275	-1.972338	-1.829831	-1.778274	-1.894135	-1.779399	-1.820866	-1.703917	-1.846767	-1.922527	-1.964233	-2.028656	-1.946489	-1.955960	-1.801019	-1.841880	-2.315943	-1.923071	-2.054557	-1.978900	-1.870068	-1.809199	-1.859146	-1.801821	-1.881058	-1.993183	-1.752579	-1.864359	-1.972989	-2.088939	-2.051580	-2.141723	-2.011914	-1.848056	-1.910786	-2.042084	-1.708866	-2.015651	-1.908817	-1.750111	-1.997791	-1.907938	-1.702320	-1.921575	-2.323831
	-2.0	-1.904187	-1.857921	-1.857656	-1.865535	-1.889822	-2.175865	-2.063166	-1.799853	-2.010946	-1.892043	-1.909720	-1.881409	-1.771490	-1.859211	-1.911716	-1.970282	-1.732006	-2.078871	-1.830652	-1.955631	-1.830138	-1.774491	-1.627625	-1.661680	-1.879418	-1.882384	-1.750369	-1.920116	-1.920714	-1.932945	-1.975034	-1.587040	-1.815940	-1.992547	-1.746967	-2.166206	-2.073123	-1.912529	-1.999273	-1.640370	-1.844156	-1.938920	-1.733193	-1.827054	-1.954435	-1.811723	-1.843790	-2.062416	-1.754963	-2.110563	-1.767284	-2.078727	-2.051963	-2.051745	-1.980232	-1.807059	-2.093108	-1.923047	-1.775637	-1.945394	-1.932035	-1.839599	-2.045086	-1.839065
	-2.0	-2.039658	-1.659784	-1.059400	-1.570547	-1.825780	-1.667634	-2.039775	-2.044705	-1.916915	-1.772242	-1.717183	-1.741242	-1.828098	-1.802041	-1.723778	-1.873739	-1.736355	-2.037214	-1.705083	-1.691470	-1.888017	-1.770409	-1.749123	-1.905423	-1.749175	-1.852471	-1.793411	-1.863739	-1.882541	-1.977008	-1.932580	-1.716513	-1.846230	-1.856207	-1.651948	-1.800983	-1.765878	-1.803459	-2.019017	-1.605355	-1.968813	-2.011558	-1.876006	-1.758402	-1.833862	-1.799044	-1.743507	-1.865237	-1.857146	-2.079820	-1.982341	-2.040222	-1.802545	-1.826780	-1.902878	-1.691106	-1.978712	-1.934983	-1.992752	-1.925950	-1.875734	-1.869582	-1.936725	-1.719995
	-1.0	-0.996725	-0.797874	-0.927537	-1.102896	-1.074409	-0.932827	-1.031718	-1.109874	-0.954856	-1.002595	-0.924791	-0.775704	-0.959675	-1.019687	-0.862786	-0.979449	-0.785769	-1.086476	-0.893189	-0.920668	-0.866327	-0.963886	-1.111625	-1.298710	-1.024062	-0.827805	-1.017285	-1.118031	-1.133656	-0.996663	-1.069838	-0.892131	-0.719912	-1.075554	-0.696564	-1.092118	-1.025515	-1.059708	-1.261038	-1.127786	-1.102948	-0.721357	-0.951915	-1.051838	-0.861191	-0.936581	-0.909722	-1.209414	-1.025079	-1.042267	-0.951048	-1.092345	-0.926254	-0.829715	-0.925851	-0.716620	-1.134059	-0.885988	-0.953241	-0.852981	-0.917903	-0.947980	-1.049468	-1.085395
	-1.0	-0.999736	-0.722661	-1.123679	-1.009952	-0.897525	-1.028520	-1.129227	-1.237731	-0.923215	-0.914824	-0.926067	-0.754156	-0.890196	-1.000167	-0.902486	-0.928806	-0.947413	-1.099611	-1.110093	-1.058811	-0.897742	-0.989759	-0.890671	-1.021868	-1.051668	-0.801946	-0.978978	-1.125097	-0.979407	-0.879842	-1.118098	-0.885092	-0.916711	-1.009743	-0.758573	-1.072764	-1.088223	-0.864777	-1.107218	-0.855644	-1.016035	-0.930281	-1.117557	-0.732892	-0.961484	-0.720728	-0.931335	-0.808227	-0.933328	-1.021018	-0.906919	-1.089014	-0.995178	-0.939981	-1.040499	-0.955168	-1.156506	-0.921703	-1.073820	-0.886692	-0.924064	-0.796012	-1.201043	-1.197504
	-1.0	-1.002387	-1.032310	-1.177165	-0.977341	-1.154697	-0.992323	-1.173920	-1.311109	-1.053776	-0.942534	-0.957629	-1.018677	-0.930652	-1.115043	-0.801251	-1.117787	-0.879326	-0.947671	-1.182803	-1.109950	-0.810844	-1.057211	-0.988972	-1.221364	-1.176444	-0.885796	-0.929784	-1.022797	-1.112711	-0.941171	-1.143188	-0.990374	-0.677902	-0.941083	-0.985111	-0.967749	-0.824785	-1.017387	-1.071597	-0.746493	-1.261427	-0.840977	-0.986587	-1.003146	-0.828828	-0.829563	-0.950387	-0.723036	-0.880319	-0.938460	-1.041618	-1.081935	-1.059972	-0.904658	-1.211777	-0.984635	-1.014727	-0.966530	-1.069393	-0.907339	-0.887954	-0.955996	-1.098171	-1.149474
	0.0	-0.118475	0.040399	0.090657	-0.009554	-0.027172	-0.080964	0.054524	0.013574	-0.040630	0.028776	-0.083408	-0.047100	-0.000290	-0.014066	0.033497	0.142108	0.078445	0.012679	-0.167547	0.020284	0.051105	0.005570	-0.134193	0.050865	-0.071012	0.055308	-0.053085	-0.009081	-0.032691	-0.012163	-0.112714	-0.028672	-0.080249	-0.000106	-0.007436	-0.139877	0.037436	0.092858	0.001349	0.046922	-0.093927	-0.057443	0.028450	-0.061993	-0.152297	-0.020971	-0.098307	0.067737	0.079594	0.059556	0.015992	0.162525	-0.092707	0.047996	-0.058653	0.007864	-0.013190	-0.036543	0.006338	-0.126216	0.013967	0.020972	0.056958	0.029470
	0.0	0.047116	0.012076	-0.056804	0.090608	-0.165585	-0.173367	-0.285659	-0.154367	0.058837	-0.011800	-0.015392	-0.009053	0.056819	-0.007592	-0.000658	-0.258760	-0.043214	-0.245444	0.122185	-0.002387	0.032020	0.049234	0.074268	-0.017137	0.031251	-0.028951	0.064258	0.066050	0.046203	-0.063851	0.021226	0.069306	0.042200	-0.034471	0.049003	0.099540	0.028354	-0.024518	0.007216	-0.018355	0.104056	0.094947	0.038193	-0.076740	0.068155	0.054593	0.006740	0.037853	-0.044628	-0.033971	0.034789	-0.196926	0.052257	-0.075983	-0.013916	0.100210	0.035227	0.008209	-0.016676	-0.016623	0.037551	0.021747	-0.046766	-0.080285
	0.0	0.050829	-0.058331	-0.050380	-0.102501	0.139141	0.175865	0.129760	0.102910	-0.024922	-0.018497	0.082628	0.050537	-0.065051	0.020858	-0.035584	0.026037	-0.047331	0.146780	-0.002097	-0.018785	-0.097666	-0.061955	0.033147	-0.038847	0.031906	-0.032138	-0.019727	-0.067306	-0.017612	0.066081	0.071330	-0.050187	0.028029	0.032033	-0.046951	0.007649	-0.074424	-0.088044	-0.008715	-0.032784	-0.034446	-0.055748	-0.075528	0.112268	0.051489	-0.039437	0.074425	-0.130689	-0.047442	-0.032331	-0.055967	-0.040628	0.027087	0.018556	0.063658	-0.141347	-0.024375	0.025969	0.009863	0.110507	-0.056997	-0.046156	-0.016848	0.040827
SSx	30																																																																
		AHCY	AKR1C1	ALUsq(Eurogentec)	ARHGEF7	BIRC5	CAMTA1	CAMTA2	CD44	CDCA5	CDH5	CDKN3	CLSTN1	CPSG3	DDC	DPYSL3	ECEL1	ELAVL4	EPB41L3	EPHA5	EPN2	FYN	GNB1	HIVEP2	HMBS	HPRT1	IGSF4	INPP1	MAP2K4	MAP7	MAPT	MCM2	MRPL3	MTSS1	MYCN(4)	NHLH2	NM23A	NRCAM	NTRK1	ODC1	PAICS	PDE4DIP	PIK3R1	PLAGL1	PLAT	PMP22	PRAME	PRDM2	PRKACB	PRKCZ	PTN	PTPRF	PTPRH	PTPRN2	QPCT	SCG2	SDHA(1)	SLC25A5	SLC6A8	SNAPC1	TNFRSF	TYMS	UBC(2)	ULK2	WSB1
	slope = bias	0.934832	0.849831	0.382667	0.949553	0.925022	0.981815	0.974158	0.916385	0.929056	0.945079	0.975440	0.877333	0.914665	0.922073	0.831072	0.921160	0.934235	0.905249	0.907707	0.907785	0.903491	0.929676	0.935108	0.922992	0.958089	0.913686	0.889968	0.918322	0.879619	0.947811	0.949870	0.904369	0.922233	0.913648	0.883485	0.863728	0.953706	0.941300	0.975047	0.882815	0.879720	0.949290	0.955168	0.906502	0.964529	0.910553	0.925064	0.858593	0.960571	0.959893	0.892097	0.959435	0.977029	0.950205	0.908366	0.920080	0.931624	0.933045	0.960346	0.945930	0.943905	0.913104	0.912381	0.933787
	correlation = R	0.995940	0.996862	0.793241	0.995430	0.995091	0.993417	0.995192	0.991257	0.996074	0.996406	0.994827	0.996930	0.997888	0.996714	0.993676	0.996531	0.997036	0.992126	0.992205	0.997146	0.996062	0.997949	0.996665	0.994721	0.992649	0.996623	0.996376	0.995116	0.992042	0.996979	0.994117	0.996916	0.994832	0.998608	0.996371	0.983237	0.995650	0.996531	0.997638	0.991696	0.993855	0.997244	0.996122	0.993165	0.996366	0.994387	0.992871	0.990528	0.998070	0.997569	0.994571	0.996331	0.997341	0.998498	0.997163	0.996342	0.996587	0.998411	0.996000	0.998031	0.997990	0.995443	0.994290	0.994212
																																																																	
	Sres	0.128356	0.102523	0.446228	0.138378	0.139750	0.171991	0.145637	0.185295	0.125422	0.122052	0.151315	0.104672	0.090449	0.113832	0.142665	0.116858	0.109510	0.173599	0.173182	0.104410	0.122167	0.090580	0.116303	0.144646	0.177450	0.114363	0.115409	0.138386	0.169593	0.112165	0.157210	0.108146	0.142982	0.073297	0.114659	0.243319	0.135576	0.119409	0.101991	0.173914	0.148842	0.107284	0.128157	0.161837	0.125258	0.147171	0.168701	0.180808	0.090797	0.101872	0.141794	0.125194	0.108461	0.079215	0.104165	0.119878	0.117232	0.079996	0.130886	0.090317	0.091055	0.132879	0.148746	0.153285
	Sxx	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
	se of slope	0.023434	0.018718	0.081470	0.025264	0.025515	0.031401	0.026590	0.033830	0.022899	0.022283	0.027626	0.019110	0.016514	0.020783	0.026047	0.021335	0.019994	0.031695	0.031619	0.019063	0.022305	0.016538	0.021234	0.026409	0.032398	0.020880	0.021071	0.025266	0.030963	0.020478	0.028703	0.019745	0.026105	0.013382	0.020934	0.044424	0.024753	0.021801	0.018621	0.031752	0.027175	0.019587	0.023398	0.029547	0.022869	0.026870	0.030800	0.033011	0.016577	0.018599	0.025888	0.022857	0.019802	0.014463	0.019018	0.021887	0.021404	0.014605	0.023896	0.016489	0.016624	0.024260	0.027157	0.027986
expected slope	1																																																																
	t	2.780880	8.022713	7.577459	1.996798	2.938618	0.579118	0.971868	2.471621	3.098158	2.464632	0.889001	6.418856	5.167506	3.749569	6.485540	3.695288	3.289294	2.989480	2.918959	4.837481	4.326884	4.252337	3.056033	2.916033	1.293636	4.133860	5.222009	3.232742	3.887871	2.548468	1.746545	4.843415	2.979034	6.452807	5.565878	3.067542	1.870271	2.692563	1.340079	3.690607	4.426178	2.588928	1.916062	3.164344	1.551055	3.328903	2.432947	4.283655	2.378540	2.156358	4.168087	1.774724	1.160023	3.443007	4.818311	3.651532	3.194633	4.584317	1.659409	3.279061	3.374270	3.581823	3.226363	2.365949
	p (slope = 1)	1.5590e-02	2.1678e-06	4.0298e-06	6.7225e-02	1.1521e-02	5.7241e-01	3.4885e-01	2.8049e-02	8.4768e-03	2.8420e-02	3.9016e-01	2.2749e-05	1.8106e-04	2.4295e-03	2.0493e-05	2.6941e-03	5.8673e-03	1.0448e-02	1.1964e-02	3.2433e-04	8.2136e-04	9.4309e-04	9.1926e-03	1.2032e-02	2.1830e-01	1.1762e-03	1.6467e-04	6.5420e-03	1.8686e-03	2.4263e-02	1.0428e-01	3.2091e-04	1.0660e-02	2.1570e-05	9.1361e-05	8.9913e-03	8.4128e-02	1.8454e-02	2.0317e-01	2.7183e-03	6.8391e-04	2.2473e-02	7.7609e-02	7.4627e-03	1.4488e-01	5.4369e-03	3.0164e-02	8.8983e-04	3.3399e-02	5.0368e-02	1.1033e-03	9.9348e-02	2.6690e-01	4.3663e-03	3.3565e-04	2.9287e-03	7.0400e-03	5.1210e-04	1.2095e-01	5.9840e-03	4.9827e-03	3.3462e-03	6.6228e-03	3.4194e-02
																																																																	
	Derivation from regression																																																																
	is independent of scaling																																																																
	ncount	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
	ngroups	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
																																																																	
	var	1.887963	1.557359	0.498684	1.949888	1.851704	2.093098	2.053234	1.831370	1.864202	1.927779	2.060154	1.659558	1.800337	1.833930	1.498928	1.830971	1.881409	1.784005	1.793417	1.775996	1.763064	1.859686	1.886333	1.844957	1.996242	1.801049	1.709604	1.824888	1.684699	1.936710	1.956348	1.763465	1.841512	1.793744	1.684806	1.653604	1.966114	1.911907	2.046907	1.698148	1.678943	1.941727	1.970277	1.785206	2.008104	1.796771	1.860164	1.610032	1.984861	1.984055	1.724034	1.987086	2.056464	1.940591	1.778207	1.827374	1.872596	1.871456	1.992188	1.924968	1.916893	1.803022	1.804343	1.890299
	SStotal	26.431487	21.803026	6.981573	27.298428	25.923857	29.303376	28.745270	25.639180	26.098831	26.988909	28.842161	23.233813	25.204725	25.675020	20.984994	25.633595	26.339730	24.976072	25.107832	24.863937	24.682894	26.035604	26.408663	25.829396	27.947385	25.214682	23.934455	25.548433	23.585788	27.113940	27.388872	24.688515	25.781170	25.112414	23.587281	23.150452	27.525591	26.766704	28.656699	23.774067	23.505209	27.184175	27.583873	24.992878	28.113456	25.154794	26.042292	22.540451	27.788052	27.776775	24.136474	27.819210	28.790501	27.168276	24.894904	25.583241	26.216343	26.200391	27.890637	26.949549	26.836501	25.242308	25.260806	26.464191
																																																																	
	variance per concentration	0.021022	0.021058	0.050501	0.000552	0.047749	0.033395	0.042809	0.087232	0.065613	0.026148	0.086772	0.022397	0.015096	0.035305	0.019902	0.006757	0.002035	0.085482	0.080259	0.028301	0.058440	0.009254	0.002552	0.008951	0.002008	0.019193	0.039642	0.043936	0.096584	0.053357	0.053442	0.004066	0.053912	0.000186	0.010344	0.079366	0.015322	0.034938	0.008523	0.058559	0.035052	0.021387	0.061182	0.052466	0.016517	0.080030	0.090516	0.039284	0.011749	0.019431	0.047905	0.030982	0.021213	0.012623	0.004683	0.025562	0.017417	0.026615	0.020093	0.018364	0.015106	0.022491	0.088884	0.007205
		0.011203	0.000560	0.445363	0.010160	0.024135	0.007026	0.006718	0.009803	0.015153	0.027939	0.022362	0.006893	0.022649	0.022818	0.040247	0.002810	0.041143	0.026624	0.014368	0.001511	0.008839	0.016446	0.011340	0.010308	0.059761	0.022409	0.010750	0.000265	0.029307	0.004443	0.036017	0.022758	0.020203	0.000797	0.009572	0.000666	0.027681	0.000220	0.018316	0.005843	0.021954	0.006925	0.003908	0.042985	0.027640	0.014740	0.024615	0.011972	0.001305	0.014966	0.008249	0.004645	0.020550	0.001600	0.006867	0.002780	0.007936	0.007578	0.049549	0.004683	0.014394	0.052644	0.002813	0.000758
		0.009668	0.010724	0.159870	0.027665	0.001062	0.111090	0.007654	0.030213	0.002230	0.009651	0.012243	0.006791	0.002323	0.000818	0.018342	0.014807	0.000850	0.003656	0.013572	0.018674	0.005113	0.001102	0.006384	0.018929	0.004647	0.000946	0.002003	0.001474	0.000510	0.000514	0.002318	0.033143	0.005427	0.009720	0.009019	0.070166	0.023604	0.015853	0.000402	0.020677	0.007040	0.005812	0.005101	0.003779	0.006904	0.000970	0.004181	0.009748	0.029285	0.000870	0.035309	0.001125	0.017643	0.012923	0.004865	0.003900	0.003408	0.000172	0.017777	0.001381	0.000798	0.007953	0.004538	0.102299
		0.000008	0.026083	0.017274	0.004244	0.017312	0.002335	0.005288	0.010371	0.004639	0.002013	0.000346	0.021579	0.001218	0.003778	0.002602	0.009569	0.006586	0.007088	0.022702	0.009588	0.001936	0.002321	0.012255	0.020404	0.006592	0.001844	0.001924	0.003264	0.007000	0.003415	0.001390	0.003464	0.016254	0.004521	0.023071	0.004478	0.018937	0.010513	0.010136	0.038560	0.015481	0.010989	0.007632	0.029522	0.004784	0.011648	0.000414	0.067462	0.005364	0.003007	0.004716	0.000028	0.004472	0.003170	0.020706	0.021601	0.005808	0.001629	0.004675	0.000753	0.000373	0.008126	0.005988	0.003164
		0.009350	0.002585	0.006946	0.009327	0.023279	0.032744	0.048993	0.017063	0.002859	0.000654	0.006967	0.002422	0.003718	0.000345	0.001193	0.042546	0.005106	0.039742	0.021127	0.000385	0.006553	0.003138	0.012192	0.002191	0.003508	0.002459	0.003656	0.004470	0.001754	0.004279	0.009054	0.004057	0.004486	0.001106	0.002326	0.014588	0.003860	0.008423	0.000065	0.001804	0.010320	0.007656	0.003973	0.011051	0.015068	0.002482	0.007575	0.011445	0.005263	0.002866	0.002295	0.032484	0.006000	0.004196	0.003830	0.014857	0.001004	0.001038	0.000208	0.014035	0.002422	0.001520	0.002850	0.004474
	SS per concentration	0.042045	0.042116	0.101001	0.001104	0.095498	0.066789	0.085617	0.174464	0.131225	0.052296	0.173544	0.044794	0.030191	0.070611	0.039803	0.013515	0.004069	0.170965	0.160519	0.056602	0.116881	0.018509	0.005104	0.017902	0.004017	0.038387	0.079285	0.087872	0.193169	0.106714	0.106883	0.008132	0.107824	0.000371	0.020688	0.158732	0.030644	0.069876	0.017045	0.117118	0.070103	0.042774	0.122363	0.104933	0.033034	0.160059	0.181031	0.078569	0.023498	0.038861	0.095809	0.061964	0.042425	0.025246	0.009366	0.051123	0.034833	0.053229	0.040185	0.036728	0.030212	0.044982	0.177767	0.014410
		0.022406	0.001120	0.890727	0.020321	0.048270	0.014052	0.013436	0.019607	0.030305	0.055877	0.044724	0.013786	0.045298	0.045635	0.080494	0.005620	0.082287	0.053248	0.028735	0.003023	0.017678	0.032892	0.022680	0.020616	0.119521	0.044817	0.021500	0.000530	0.058613	0.008887	0.072033	0.045516	0.040405	0.001593	0.019143	0.001333	0.055361	0.000439	0.036632	0.011687	0.043908	0.013851	0.007815	0.085970	0.055281	0.029480	0.049230	0.023945	0.002611	0.029931	0.016497	0.009290	0.041101	0.003200	0.013735	0.005560	0.015873	0.015157	0.099099	0.009365	0.028787	0.105288	0.005626	0.001516
		0.019336	0.021449	0.319741	0.055330	0.002124	0.222180	0.015309	0.060427	0.004460	0.019302	0.024486	0.013582	0.004646	0.001637	0.036684	0.029613	0.001701	0.007312	0.027143	0.037349	0.010227	0.002203	0.012769	0.037858	0.009293	0.001893	0.004007	0.002949	0.001020	0.001028	0.004636	0.066285	0.010855	0.019439	0.018037	0.140331	0.047208	0.031706	0.000805	0.041353	0.014079	0.011623	0.010203	0.007558	0.013807	0.001939	0.008362	0.019496	0.058570	0.001741	0.070619	0.002249	0.035286	0.025845	0.009729	0.007801	0.006817	0.000343	0.035555	0.002762	0.001596	0.015907	0.009076	0.204598
		0.000016	0.052167	0.034549	0.008489	0.034624	0.004669	0.010576	0.020742	0.009278	0.004026	0.000692	0.043157	0.002435	0.007557	0.005204	0.019139	0.013172	0.014175	0.045404	0.019175	0.003872	0.004643	0.024509	0.040807	0.013184	0.003688	0.003848	0.006528	0.014000	0.006829	0.002780	0.006928	0.032508	0.009043	0.046141	0.008957	0.037875	0.021026	0.020272	0.077120	0.030962	0.021978	0.015264	0.059045	0.009568	0.023297	0.000828	0.134924	0.010728	0.006014	0.009431	0.000057	0.008943	0.006341	0.041411	0.043202	0.011615	0.003257	0.009350	0.001506	0.000746	0.016251	0.011977	0.006327
		0.018699	0.005169	0.013893	0.018654	0.046559	0.065488	0.097986	0.034126	0.005719	0.001309	0.013934	0.004844	0.007436	0.000690	0.002386	0.085092	0.010213	0.079483	0.042255	0.000770	0.013105	0.006276	0.024383	0.004381	0.007017	0.004919	0.007312	0.008939	0.003508	0.008559	0.018108	0.008114	0.008973	0.002212	0.004651	0.029176	0.007719	0.016846	0.000130	0.003607	0.020639	0.015312	0.007946	0.022103	0.030135	0.004964	0.015151	0.022891	0.010526	0.005731	0.004589	0.064969	0.012000	0.008392	0.007660	0.029714	0.002007	0.002075	0.000415	0.028070	0.004844	0.003039	0.005700	0.008948
	SSwithin	0.102503	0.122021	1.359910	0.103898	0.227074	0.373177	0.222923	0.309366	0.180987	0.132811	0.257380	0.120163	0.090006	0.126129	0.164571	0.152978	0.111442	0.325183	0.304055	0.116919	0.161763	0.064524	0.089445	0.121564	0.153032	0.093703	0.115951	0.106818	0.270310	0.132016	0.204440	0.134976	0.200565	0.032659	0.108661	0.338529	0.178808	0.139894	0.074884	0.250886	0.179692	0.105537	0.163592	0.279608	0.141825	0.219739	0.254601	0.279825	0.105932	0.082279	0.196946	0.138529	0.139755	0.069024	0.081901	0.137399	0.071145	0.074062	0.184604	0.078431	0.066185	0.185467	0.210146	0.235799
