			AHCY	AKR1C1	ALUsq(Eurogentec)	ARHGEF7	BIRC5	CAMTA1	CAMTA2	CD44	CDCA5	CDH5	CDKN3	CLSTN1	CPSG3	DDC	DPYSL3	ECEL1	ELAVL4	EPB41L3	EPHA5	EPN2	FYN	GNB1	HIVEP2	HMBS	HPRT1	IGSF4	INPP1	MAP2K4	MAP7	MAPT	MCM2	MRPL3	MTSS1	MYCN(4)	NHLH2	NM23A	NRCAM	NTRK1	ODC1	PAICS	PDE4DIP	PIK3R1	PLAGL1	PLAT	PMP22	PRAME	PRDM2	PRKACB	PRKCZ	PTN	PTPRF	PTPRH	PTPRN2	QPCT	SCG2	SDHA(1)	SLC25A5	SLC6A8	SNAPC1	TNFRSF	TYMS	UBC(2)	ULK2	WSB1
		1.1760912590556813	-8.809166	-8.546404	-7.174755	-8.667085	-8.692530	-8.999928	-8.946561	-8.498396	-9.087616	-8.779502	-8.963167	-8.602165	-8.862226	-8.610694	-8.453083	-8.682168	-8.861000	-8.803470	-8.931599	-8.972368	-8.780056	-8.988334	-8.820509	-8.594817	-8.962701	-8.745114	-8.749697	-8.899568	-8.852124	-8.889617	-8.769838	-8.701706	-9.178155	-8.606241	-9.134156	-8.529711	-8.875303	-8.926825	-8.831486	-8.887101	-8.617113	-8.814764	-8.824727	-8.782612	-9.124907	-8.642110	-9.017722	-8.399459	-8.956526	-8.957857	-8.642127	-8.861169	-9.038482	-8.821358	-8.584819	-8.605365	-8.604501	-8.781913	-8.917875	-8.734174	-9.000975	-8.711222	-8.761836	-8.506873
		2.1760912590556813	-7.974751	-7.729385	-6.570000	-7.948682	-7.798736	-8.058044	-8.042702	-7.723876	-7.976821	-7.624585	-8.085574	-7.779871	-7.911268	-7.830213	-7.786458	-7.851155	-7.724606	-7.909256	-7.940374	-8.109941	-7.869098	-8.030919	-7.863501	-7.693913	-8.117449	-7.945109	-7.935533	-7.879630	-7.987390	-7.932954	-8.152749	-7.794437	-8.270309	-7.704550	-8.287453	-7.835613	-7.821073	-7.778996	-7.906837	-8.225253	-7.892814	-7.836795	-7.835399	-7.992100	-7.941848	-7.962536	-8.259835	-7.630991	-8.137135	-7.901948	-7.716208	-7.746585	-8.009537	-7.947716	-7.954296	-7.846277	-7.878503	-8.010054	-7.798079	-7.923594	-8.203549	-7.692124	-7.747437	-7.602521
		3.1760912590556813	-7.009239	-6.886193	-6.776167	-6.829651	-7.004355	-7.165369	-6.961903	-6.652682	-7.308620	-6.806028	-7.050314	-6.807315	-6.805115	-6.921213	-6.963117	-6.859066	-6.857381	-7.072112	-7.088070	-7.103329	-6.884203	-7.017438	-6.997714	-6.562279	-7.031692	-6.901882	-7.027839	-6.886011	-6.987517	-7.107359	-7.070219	-6.944631	-7.255869	-6.744129	-7.330925	-7.025071	-6.940901	-6.872902	-6.930838	-7.171951	-6.998250	-7.002396	-6.900640	-7.057949	-7.040806	-6.758403	-7.211205	-6.834444	-7.038262	-7.019457	-7.063883	-6.871558	-7.030763	-7.086998	-6.968892	-6.735378	-6.896890	-7.002869	-6.907908	-7.028451	-7.205315	-6.722822	-6.850810	-6.865604
		4.176091259055681	-6.088025	-6.006782	-6.499133	-6.114149	-6.079599	-6.156900	-6.211728	-6.045004	-6.159974	-5.906087	-6.087389	-5.982307	-6.068876	-6.004535	-5.965047	-5.985297	-5.991209	-6.121468	-6.305961	-6.369987	-6.115424	-6.156719	-6.063036	-5.979798	-6.131579	-5.945496	-6.203848	-6.042333	-6.169299	-6.090404	-6.199211	-6.093327	-6.206194	-6.002896	-6.460963	-6.006821	-6.086824	-5.972427	-6.080768	-6.263399	-6.051810	-5.905598	-5.954008	-6.237489	-6.157330	-5.973465	-6.320375	-5.837272	-6.086833	-6.034972	-6.013381	-6.043044	-6.267018	-6.006147	-6.082159	-5.862336	-5.990177	-5.968931	-6.251934	-6.022139	-6.222500	-5.981383	-6.081024	-6.001617
		5.176091259055681	-5.148467	-5.143597	-5.518721	-5.094004	-5.044518	-5.170153	-5.081385	-4.998683	-5.198760	-4.964235	-5.165456	-5.014339	-5.144465	-5.026603	-5.079432	-5.022312	-5.081660	-5.126556	-5.264428	-5.331113	-5.059464	-5.311537	-5.176880	-4.919156	-5.266771	-5.055743	-5.308360	-5.058719	-5.232729	-5.194981	-5.142686	-5.019165	-5.504903	-4.913271	-5.609010	-5.084942	-5.094083	-5.053698	-5.131584	-5.222230	-5.086000	-5.063525	-5.082336	-5.263398	-5.128245	-5.039031	-5.303487	-4.890103	-5.263652	-5.043526	-5.062860	-5.030813	-5.181286	-5.199783	-5.060201	-5.033899	-5.079299	-5.055533	-5.206292	-5.093795	-5.397730	-4.937378	-4.979008	-4.980442
x-mean	3.176091																																																																	
SSx	27.857143																																																																	
n	3.000000																																																																	
alpha	0.950000																																																																	
t	6.205347																																																																	
			0.061169	0.042474	0.289536	0.083994	0.099084	0.077782	0.082912	0.116007	0.085254	0.085104	0.087696	0.053389	0.079451	0.065389	0.109343	0.051542	0.073835	0.089198	0.133742	0.084142	0.068445	0.068627	0.103051	0.102644	0.066742	0.055302	0.074004	0.073900	0.083686	0.058585	0.114527	0.073093	0.095606	0.069180	0.047963	0.084565	0.075863	0.081894	0.078599	0.098878	0.103929	0.101293	0.074151	0.092202	0.087630	0.099094	0.169233	0.081519	0.082808	0.065357	0.092392	0.070559	0.088259	0.068059	0.088463	0.088591	0.068927	0.068144	0.106524	0.075189	0.078110	0.091048	0.064823	0.079494
			0.053822	0.037372	0.254757	0.073905	0.087183	0.068439	0.072953	0.102072	0.075013	0.074881	0.077162	0.046976	0.069907	0.057535	0.096209	0.045351	0.064966	0.078484	0.117677	0.074035	0.060223	0.060384	0.090673	0.090314	0.058725	0.048659	0.065115	0.065023	0.073634	0.051548	0.100771	0.064313	0.084122	0.060870	0.042202	0.074407	0.066750	0.072057	0.069158	0.087001	0.091446	0.089126	0.065244	0.081127	0.077104	0.087191	0.148905	0.071727	0.072862	0.057507	0.081294	0.062084	0.077657	0.059884	0.077837	0.077949	0.060648	0.059958	0.093729	0.066158	0.068727	0.080111	0.057036	0.069946
			0.051139	0.035509	0.242057	0.070220	0.082836	0.065027	0.069316	0.096984	0.071274	0.071148	0.073315	0.044634	0.066422	0.054666	0.091412	0.043090	0.061727	0.074571	0.111810	0.070344	0.057221	0.057373	0.086153	0.085812	0.055798	0.046233	0.061869	0.061782	0.069963	0.048978	0.095747	0.061107	0.079928	0.057835	0.040098	0.070698	0.063423	0.068465	0.065710	0.082664	0.086887	0.084683	0.061991	0.077083	0.073260	0.082845	0.141481	0.068151	0.069229	0.054640	0.077241	0.058989	0.073786	0.056899	0.073957	0.074063	0.057624	0.056969	0.089056	0.062860	0.065301	0.076117	0.054193	0.066459
			0.053822	0.037372	0.254757	0.073905	0.087183	0.068439	0.072953	0.102072	0.075013	0.074881	0.077162	0.046976	0.069907	0.057535	0.096209	0.045351	0.064966	0.078484	0.117677	0.074035	0.060223	0.060384	0.090673	0.090314	0.058725	0.048659	0.065115	0.065023	0.073634	0.051548	0.100771	0.064313	0.084122	0.060870	0.042202	0.074407	0.066750	0.072057	0.069158	0.087001	0.091446	0.089126	0.065244	0.081127	0.077104	0.087191	0.148905	0.071727	0.072862	0.057507	0.081294	0.062084	0.077657	0.059884	0.077837	0.077949	0.060648	0.059958	0.093729	0.066158	0.068727	0.080111	0.057036	0.069946
			0.061169	0.042474	0.289536	0.083994	0.099084	0.077782	0.082912	0.116007	0.085254	0.085104	0.087696	0.053389	0.079451	0.065389	0.109343	0.051542	0.073835	0.089198	0.133742	0.084142	0.068445	0.068627	0.103051	0.102644	0.066742	0.055302	0.074004	0.073900	0.083686	0.058585	0.114527	0.073093	0.095606	0.069180	0.047963	0.084565	0.075863	0.081894	0.078599	0.098878	0.103929	0.101293	0.074151	0.092202	0.087630	0.099094	0.169233	0.081519	0.082808	0.065357	0.092392	0.070559	0.088259	0.068059	0.088463	0.088591	0.068927	0.068144	0.106524	0.075189	0.078110	0.091048	0.064823	0.079494
																																																																		
		log(upper)																																																																
			-8.429588	-8.282836	-5.378086	-8.145875	-8.077677	-8.517267	-8.432065	-7.778533	-8.558587	-8.251404	-8.418984	-8.270870	-8.369206	-8.204932	-7.774574	-8.362333	-8.402828	-8.249965	-8.101685	-8.450238	-8.355334	-8.562481	-8.181041	-7.957878	-8.548541	-8.401948	-8.290473	-8.440994	-8.332820	-8.526078	-8.059155	-8.248138	-8.584886	-8.176957	-8.836527	-8.004957	-8.404549	-8.418644	-8.343751	-8.273527	-7.972195	-8.186207	-8.364597	-8.210465	-8.581135	-8.027195	-7.967575	-7.893607	-8.442673	-8.552294	-8.068803	-8.423323	-8.490806	-8.399027	-8.035874	-8.055630	-8.176784	-8.359059	-8.256855	-8.267598	-8.516276	-8.146240	-8.359588	-8.013583
			-7.640768	-7.497477	-4.989142	-7.490078	-7.257737	-7.633359	-7.590006	-7.090482	-7.511338	-7.159921	-7.606757	-7.488371	-7.477468	-7.473190	-7.189450	-7.569737	-7.321468	-7.422237	-7.210147	-7.650527	-7.495392	-7.656218	-7.300844	-7.133481	-7.753037	-7.643163	-7.531471	-7.476139	-7.530464	-7.613083	-7.527432	-7.395351	-7.748302	-7.326831	-8.025575	-7.373891	-7.406864	-7.331856	-7.477687	-7.685380	-7.325362	-7.283738	-7.430538	-7.488678	-7.463393	-7.421483	-7.335829	-7.185901	-7.685004	-7.545099	-7.211751	-7.361332	-7.527646	-7.576114	-7.471289	-7.362574	-7.502162	-7.637992	-7.216459	-7.513062	-7.777071	-7.195006	-7.393506	-7.168484
			-6.691905	-6.665846	-5.274120	-6.393910	-6.490327	-6.761855	-6.531775	-6.050864	-6.866342	-6.364529	-6.595368	-6.530347	-6.392942	-6.581989	-6.395872	-6.591679	-6.474342	-6.609373	-6.394247	-6.666819	-6.529128	-6.661417	-6.463108	-6.029787	-6.685447	-6.614989	-6.643920	-6.502635	-6.553370	-6.803434	-6.476076	-6.565440	-6.759886	-6.385240	-7.082102	-6.586368	-6.547342	-6.448054	-6.523083	-6.658993	-6.459087	-6.476911	-6.515964	-6.579625	-6.586203	-6.244323	-6.333264	-6.411542	-6.608671	-6.680399	-6.584575	-6.505512	-6.572896	-6.733922	-6.509965	-6.275790	-6.539312	-6.649356	-6.355284	-6.638386	-6.800098	-6.250487	-6.514524	-6.453205
			-5.754041	-5.774873	-4.918275	-5.655546	-5.538600	-5.732214	-5.759032	-5.411610	-5.694490	-5.441423	-5.608572	-5.690807	-5.635076	-5.647512	-5.368039	-5.703879	-5.588072	-5.634449	-5.575734	-5.910574	-5.741718	-5.782019	-5.500379	-5.419367	-5.767167	-5.643550	-5.799785	-5.638841	-5.712373	-5.770533	-5.573894	-5.694240	-5.684187	-5.625176	-6.199084	-5.545099	-5.672615	-5.525286	-5.651619	-5.723526	-5.484358	-5.352541	-5.549148	-5.734067	-5.678874	-5.432411	-5.396368	-5.392181	-5.634702	-5.678124	-5.508924	-5.657791	-5.785126	-5.634545	-5.599153	-5.378633	-5.613836	-5.596869	-5.670314	-5.611607	-5.796023	-5.484266	-5.727093	-5.567579
			-4.768889	-4.880029	-3.722052	-4.572794	-4.429664	-4.687491	-4.566890	-4.278820	-4.669731	-4.436137	-4.621273	-4.683044	-4.651445	-4.620841	-4.400923	-4.702477	-4.623489	-4.573052	-4.434514	-4.808983	-4.634742	-4.885684	-4.537412	-4.282217	-4.852611	-4.712577	-4.849137	-4.600145	-4.713425	-4.831443	-4.432003	-4.565597	-4.911634	-4.483987	-5.311381	-4.560188	-4.623328	-4.545516	-4.643850	-4.608656	-4.441082	-4.434968	-4.622206	-4.691251	-4.584472	-4.424116	-4.253340	-4.384251	-4.749799	-4.637962	-4.489536	-4.592967	-4.633609	-4.777452	-4.511256	-4.484164	-4.651583	-4.632679	-4.545272	-4.627219	-4.913032	-4.372397	-4.576761	-4.487152
		log(lower)																																																																
			-9.188743	-8.809972	-8.971424	-9.188295	-9.307384	-9.482590	-9.461056	-9.218258	-9.616645	-9.307600	-9.507350	-8.933459	-9.355246	-9.016456	-9.131591	-9.002003	-9.319171	-9.356974	-9.761513	-9.494498	-9.204779	-9.414187	-9.459977	-9.231756	-9.376860	-9.088280	-9.208920	-9.358142	-9.371428	-9.253156	-9.480520	-9.155274	-9.771424	-9.035524	-9.431784	-9.054465	-9.346058	-9.435007	-9.319220	-9.500674	-9.262031	-9.443322	-9.284857	-9.354759	-9.668679	-9.257025	-10.067870	-8.905311	-9.470380	-9.363420	-9.215450	-9.299015	-9.586159	-9.243689	-9.133763	-9.155100	-9.032217	-9.204767	-9.578895	-9.200750	-9.485673	-9.276203	-9.164083	-9.000162
			-8.308735	-7.961294	-8.150858	-8.407285	-8.339735	-8.482730	-8.495398	-8.357271	-8.442305	-8.089249	-8.564391	-8.071371	-8.345067	-8.187236	-8.383466	-8.132572	-8.127743	-8.396275	-8.670602	-8.569354	-8.242803	-8.405620	-8.426158	-8.254344	-8.481861	-8.247054	-8.339596	-8.283122	-8.444317	-8.252826	-8.778066	-8.193524	-8.792316	-8.082269	-8.549331	-8.297335	-8.235282	-8.226136	-8.335986	-8.765125	-8.460266	-8.389851	-8.240259	-8.495522	-8.420304	-8.503589	-9.183842	-8.076082	-8.589266	-8.258796	-8.220666	-8.131838	-8.491428	-8.319318	-8.437302	-8.329979	-8.254843	-8.382116	-8.379699	-8.334126	-8.630026	-8.189241	-8.101368	-8.036559
			-7.326572	-7.106540	-8.278213	-7.265391	-7.518383	-7.568882	-7.392030	-7.254499	-7.750897	-7.247526	-7.505260	-7.084283	-7.217289	-7.260437	-7.530362	-7.126454	-7.240421	-7.534852	-7.781892	-7.539838	-7.239279	-7.373458	-7.532321	-7.094770	-7.377937	-7.188774	-7.411757	-7.269387	-7.421664	-7.411284	-7.664362	-7.323821	-7.751852	-7.103017	-7.579747	-7.463774	-7.334460	-7.297751	-7.338592	-7.684908	-7.537412	-7.527880	-7.285317	-7.536274	-7.495408	-7.272482	-8.089147	-7.257345	-7.467852	-7.358515	-7.543191	-7.237605	-7.488630	-7.440074	-7.427819	-7.194966	-7.254469	-7.356382	-7.460531	-7.418517	-7.610531	-7.195156	-7.187096	-7.278003
			-6.422008	-6.238691	-8.079991	-6.572752	-6.620597	-6.581585	-6.664424	-6.678399	-6.625457	-6.370751	-6.566207	-6.273807	-6.502676	-6.361557	-6.562056	-6.266714	-6.394346	-6.608487	-7.036188	-6.829400	-6.489130	-6.531420	-6.625692	-6.540230	-6.495991	-6.247442	-6.607911	-6.445824	-6.626226	-6.410276	-6.824529	-6.492413	-6.728200	-6.380615	-6.722841	-6.468543	-6.501033	-6.419567	-6.509917	-6.803271	-6.619262	-6.458654	-6.358868	-6.740911	-6.635785	-6.514518	-7.244382	-6.282362	-6.538964	-6.391821	-6.517838	-6.428297	-6.748909	-6.377748	-6.565166	-6.346038	-6.366517	-6.340993	-6.833554	-6.432671	-6.648978	-6.478501	-6.434955	-6.435654
			-5.528044	-5.407164	-7.315391	-5.615213	-5.659371	-5.652814	-5.595881	-5.718545	-5.727789	-5.492333	-5.709639	-5.345633	-5.637485	-5.432364	-5.757941	-5.342147	-5.539832	-5.680061	-6.094342	-5.853243	-5.484187	-5.737390	-5.816348	-5.556095	-5.680931	-5.398909	-5.767584	-5.517293	-5.752032	-5.558520	-5.853368	-5.472733	-6.098172	-5.342554	-5.906638	-5.609696	-5.564838	-5.561880	-5.619319	-5.835803	-5.730918	-5.692083	-5.542466	-5.835545	-5.672017	-5.653947	-6.353635	-5.395955	-5.777506	-5.449089	-5.636183	-5.468659	-5.728963	-5.622114	-5.609145	-5.583634	-5.507016	-5.478387	-5.867312	-5.560371	-5.882428	-5.502360	-5.381256	-5.473732
																																																																		
		upper																																																																
			3.719e-09	5.214e-09	4.187e-06	7.147e-09	8.362e-09	3.039e-09	3.698e-09	1.665e-08	2.763e-09	5.605e-09	3.811e-09	5.360e-09	4.274e-09	6.238e-09	1.680e-08	4.342e-09	3.955e-09	5.624e-09	7.913e-09	3.546e-09	4.412e-09	2.739e-09	6.591e-09	1.102e-08	2.828e-09	3.963e-09	5.123e-09	3.622e-09	4.647e-09	2.978e-09	8.727e-09	5.648e-09	2.601e-09	6.653e-09	1.457e-09	9.886e-09	3.940e-09	3.814e-09	4.532e-09	5.327e-09	1.066e-08	6.513e-09	4.319e-09	6.159e-09	2.623e-09	9.393e-09	1.078e-08	1.278e-08	3.609e-09	2.804e-09	8.535e-09	3.773e-09	3.230e-09	3.990e-09	9.207e-09	8.798e-09	6.656e-09	4.375e-09	5.535e-09	5.400e-09	3.046e-09	7.141e-09	4.369e-09	9.692e-09
			2.287e-08	3.181e-08	1.025e-05	3.235e-08	5.524e-08	2.326e-08	2.570e-08	8.119e-08	3.081e-08	6.920e-08	2.473e-08	3.248e-08	3.331e-08	3.364e-08	6.465e-08	2.693e-08	4.770e-08	3.782e-08	6.164e-08	2.236e-08	3.196e-08	2.207e-08	5.002e-08	7.354e-08	1.766e-08	2.274e-08	2.941e-08	3.341e-08	2.948e-08	2.437e-08	2.969e-08	4.024e-08	1.785e-08	4.712e-08	9.428e-09	4.228e-08	3.919e-08	4.657e-08	3.329e-08	2.064e-08	4.728e-08	5.203e-08	3.711e-08	3.246e-08	3.440e-08	3.789e-08	4.615e-08	6.518e-08	2.065e-08	2.850e-08	6.141e-08	4.352e-08	2.967e-08	2.654e-08	3.378e-08	4.339e-08	3.147e-08	2.301e-08	6.075e-08	3.069e-08	1.671e-08	6.383e-08	4.041e-08	6.784e-08
			2.033e-07	2.159e-07	5.320e-06	4.037e-07	3.234e-07	1.730e-07	2.939e-07	8.895e-07	1.360e-07	4.320e-07	2.539e-07	2.949e-07	4.046e-07	2.618e-07	4.019e-07	2.560e-07	3.355e-07	2.458e-07	4.034e-07	2.154e-07	2.957e-07	2.181e-07	3.443e-07	9.337e-07	2.063e-07	2.427e-07	2.270e-07	3.143e-07	2.797e-07	1.572e-07	3.341e-07	2.720e-07	1.738e-07	4.119e-07	8.277e-08	2.592e-07	2.836e-07	3.564e-07	2.999e-07	2.193e-07	3.475e-07	3.335e-07	3.048e-07	2.633e-07	2.593e-07	5.697e-07	4.642e-07	3.877e-07	2.462e-07	2.087e-07	2.603e-07	3.122e-07	2.674e-07	1.845e-07	3.091e-07	5.299e-07	2.889e-07	2.242e-07	4.413e-07	2.299e-07	1.585e-07	5.617e-07	3.058e-07	3.522e-07
			1.762e-06	1.679e-06	1.207e-05	2.210e-06	2.893e-06	1.853e-06	1.742e-06	3.876e-06	2.021e-06	3.619e-06	2.463e-06	2.038e-06	2.317e-06	2.252e-06	4.285e-06	1.978e-06	2.582e-06	2.320e-06	2.656e-06	1.229e-06	1.813e-06	1.652e-06	3.160e-06	3.807e-06	1.709e-06	2.272e-06	1.586e-06	2.297e-06	1.939e-06	1.696e-06	2.668e-06	2.022e-06	2.069e-06	2.370e-06	6.323e-07	2.850e-06	2.125e-06	2.983e-06	2.230e-06	1.890e-06	3.278e-06	4.441e-06	2.824e-06	1.845e-06	2.095e-06	3.695e-06	4.015e-06	4.053e-06	2.319e-06	2.098e-06	3.098e-06	2.199e-06	1.640e-06	2.320e-06	2.517e-06	4.182e-06	2.433e-06	2.530e-06	2.136e-06	2.446e-06	1.599e-06	3.279e-06	1.875e-06	2.707e-06
			1.703e-05	1.318e-05	1.896e-04	2.674e-05	3.718e-05	2.054e-05	2.711e-05	5.262e-05	2.139e-05	3.663e-05	2.392e-05	2.075e-05	2.231e-05	2.394e-05	3.973e-05	1.984e-05	2.380e-05	2.673e-05	3.677e-05	1.552e-05	2.319e-05	1.301e-05	2.901e-05	5.221e-05	1.404e-05	1.938e-05	1.415e-05	2.511e-05	1.935e-05	1.474e-05	3.698e-05	2.719e-05	1.226e-05	3.281e-05	4.882e-06	2.753e-05	2.381e-05	2.848e-05	2.271e-05	2.462e-05	3.622e-05	3.673e-05	2.387e-05	2.036e-05	2.603e-05	3.766e-05	5.580e-05	4.128e-05	1.779e-05	2.302e-05	3.239e-05	2.553e-05	2.325e-05	1.669e-05	3.081e-05	3.280e-05	2.231e-05	2.330e-05	2.849e-05	2.359e-05	1.222e-05	4.242e-05	2.650e-05	3.257e-05
		lower																																																																
			6.475e-10	1.549e-09	1.068e-09	6.482e-10	4.927e-10	3.292e-10	3.459e-10	6.050e-10	2.417e-10	4.925e-10	3.109e-10	1.166e-09	4.413e-10	9.628e-10	7.386e-10	9.954e-10	4.795e-10	4.396e-10	1.732e-10	3.203e-10	6.241e-10	3.853e-10	3.468e-10	5.865e-10	4.199e-10	8.161e-10	6.181e-10	4.384e-10	4.252e-10	5.583e-10	3.307e-10	6.994e-10	1.693e-10	9.215e-10	3.700e-10	8.821e-10	4.508e-10	3.673e-10	4.795e-10	3.157e-10	5.470e-10	3.603e-10	5.190e-10	4.418e-10	2.144e-10	5.533e-10	8.553e-11	1.244e-09	3.385e-10	4.331e-10	6.089e-10	5.023e-10	2.593e-10	5.706e-10	7.349e-10	6.997e-10	9.285e-10	6.241e-10	2.637e-10	6.299e-10	3.268e-10	5.294e-10	6.854e-10	9.996e-10
			4.912e-09	1.093e-08	7.065e-09	3.915e-09	4.574e-09	3.291e-09	3.196e-09	4.393e-09	3.612e-09	8.142e-09	2.727e-09	8.485e-09	4.518e-09	6.498e-09	4.136e-09	7.369e-09	7.452e-09	4.015e-09	2.135e-09	2.696e-09	5.717e-09	3.930e-09	3.748e-09	5.567e-09	3.297e-09	5.662e-09	4.575e-09	5.210e-09	3.595e-09	5.587e-09	1.667e-09	6.404e-09	1.613e-09	8.274e-09	2.823e-09	5.043e-09	5.817e-09	5.941e-09	4.613e-09	1.717e-09	3.465e-09	4.075e-09	5.751e-09	3.195e-09	3.799e-09	3.136e-09	6.549e-10	8.393e-09	2.575e-09	5.511e-09	6.016e-09	7.382e-09	3.225e-09	4.794e-09	3.653e-09	4.678e-09	5.561e-09	4.148e-09	4.172e-09	4.633e-09	2.344e-09	6.468e-09	7.918e-09	9.193e-09
			4.714e-08	7.825e-08	5.270e-09	5.428e-08	3.031e-08	2.698e-08	4.055e-08	5.565e-08	1.775e-08	5.656e-08	3.124e-08	8.236e-08	6.063e-08	5.490e-08	2.949e-08	7.474e-08	5.749e-08	2.918e-08	1.652e-08	2.885e-08	5.764e-08	4.232e-08	2.935e-08	8.040e-08	4.189e-08	6.475e-08	3.875e-08	5.378e-08	3.787e-08	3.879e-08	2.166e-08	4.744e-08	1.771e-08	7.888e-08	2.632e-08	3.437e-08	4.630e-08	5.038e-08	4.586e-08	2.066e-08	2.901e-08	2.966e-08	5.184e-08	2.909e-08	3.196e-08	5.340e-08	8.144e-09	5.529e-08	3.405e-08	4.380e-08	2.863e-08	5.786e-08	3.246e-08	3.630e-08	3.734e-08	6.383e-08	5.566e-08	4.402e-08	3.463e-08	3.815e-08	2.452e-08	6.380e-08	6.500e-08	5.272e-08
			3.784e-07	5.772e-07	8.318e-09	2.675e-07	2.396e-07	2.621e-07	2.166e-07	2.097e-07	2.369e-07	4.258e-07	2.715e-07	5.323e-07	3.143e-07	4.350e-07	2.741e-07	5.411e-07	4.033e-07	2.463e-07	9.201e-08	1.481e-07	3.242e-07	2.942e-07	2.368e-07	2.883e-07	3.192e-07	5.657e-07	2.467e-07	3.582e-07	2.365e-07	3.888e-07	1.498e-07	3.218e-07	1.870e-07	4.163e-07	1.893e-07	3.400e-07	3.155e-07	3.806e-07	3.091e-07	1.573e-07	2.403e-07	3.478e-07	4.377e-07	1.816e-07	2.313e-07	3.058e-07	5.697e-08	5.220e-07	2.891e-07	4.057e-07	3.035e-07	3.730e-07	1.783e-07	4.190e-07	2.722e-07	4.508e-07	4.300e-07	4.560e-07	1.467e-07	3.693e-07	2.244e-07	3.323e-07	3.673e-07	3.667e-07
			2.965e-06	3.916e-06	4.837e-08	2.425e-06	2.191e-06	2.224e-06	2.536e-06	1.912e-06	1.872e-06	3.219e-06	1.951e-06	4.512e-06	2.304e-06	3.695e-06	1.746e-06	4.548e-06	2.885e-06	2.089e-06	8.047e-07	1.402e-06	3.280e-06	1.831e-06	1.526e-06	2.779e-06	2.085e-06	3.991e-06	1.708e-06	3.039e-06	1.770e-06	2.764e-06	1.402e-06	3.367e-06	7.977e-07	4.544e-06	1.240e-06	2.456e-06	2.724e-06	2.742e-06	2.403e-06	1.459e-06	1.858e-06	2.032e-06	2.868e-06	1.460e-06	2.128e-06	2.218e-06	4.430e-07	4.018e-06	1.669e-06	3.556e-06	2.311e-06	3.399e-06	1.867e-06	2.387e-06	2.460e-06	2.608e-06	3.112e-06	3.324e-06	1.357e-06	2.752e-06	1.311e-06	3.145e-06	4.157e-06	3.359e-06
		mean																																																																
			1.552e-09	2.842e-09	6.687e-08	2.152e-09	2.030e-09	1.000e-09	1.131e-09	3.174e-09	8.173e-10	1.661e-09	1.089e-09	2.499e-09	1.373e-09	2.451e-09	3.523e-09	2.079e-09	1.377e-09	1.572e-09	1.171e-09	1.066e-09	1.659e-09	1.027e-09	1.512e-09	2.542e-09	1.090e-09	1.798e-09	1.780e-09	1.260e-09	1.406e-09	1.289e-09	1.699e-09	1.987e-09	6.635e-10	2.476e-09	7.343e-10	2.953e-09	1.333e-09	1.184e-09	1.474e-09	1.297e-09	2.415e-09	1.532e-09	1.497e-09	1.650e-09	7.501e-10	2.280e-09	9.600e-10	3.986e-09	1.105e-09	1.102e-09	2.280e-09	1.377e-09	9.152e-10	1.509e-09	2.601e-09	2.481e-09	2.486e-09	1.652e-09	1.208e-09	1.844e-09	9.978e-10	1.944e-09	1.730e-09	3.113e-09
			1.060e-08	1.865e-08	2.692e-07	1.125e-08	1.590e-08	8.749e-09	9.064e-09	1.889e-08	1.055e-08	2.374e-08	8.212e-09	1.660e-08	1.227e-08	1.478e-08	1.635e-08	1.409e-08	1.885e-08	1.232e-08	1.147e-08	7.764e-09	1.352e-08	9.313e-09	1.369e-08	2.023e-08	7.630e-09	1.135e-08	1.160e-08	1.319e-08	1.029e-08	1.167e-08	7.035e-09	1.605e-08	5.366e-09	1.974e-08	5.159e-09	1.460e-08	1.510e-08	1.663e-08	1.239e-08	5.953e-09	1.280e-08	1.456e-08	1.461e-08	1.018e-08	1.143e-08	1.090e-08	5.497e-09	2.339e-08	7.292e-09	1.253e-08	1.922e-08	1.792e-08	9.783e-09	1.128e-08	1.111e-08	1.425e-08	1.323e-08	9.771e-09	1.592e-08	1.192e-08	6.258e-09	2.032e-08	1.789e-08	2.497e-08
			9.790e-08	1.300e-07	1.674e-07	1.480e-07	9.900e-08	6.833e-08	1.092e-07	2.225e-07	4.913e-08	1.563e-07	8.906e-08	1.558e-07	1.566e-07	1.199e-07	1.089e-07	1.383e-07	1.389e-07	8.470e-08	8.165e-08	7.883e-08	1.306e-07	9.606e-08	1.005e-07	2.740e-07	9.296e-08	1.253e-07	9.379e-08	1.300e-07	1.029e-07	7.810e-08	8.507e-08	1.136e-07	5.548e-08	1.802e-07	4.667e-08	9.439e-08	1.146e-07	1.340e-07	1.173e-07	6.731e-08	1.004e-07	9.945e-08	1.257e-07	8.751e-08	9.103e-08	1.744e-07	6.149e-08	1.464e-07	9.157e-08	9.562e-08	8.632e-08	1.344e-07	9.316e-08	8.185e-08	1.074e-07	1.839e-07	1.268e-07	9.934e-08	1.236e-07	9.366e-08	6.233e-08	1.893e-07	1.410e-07	1.363e-07
