		AHCY	AKR1C1	ALUsq(Eurogentec)	ARHGEF7	BIRC5	CAMTA1	CAMTA2	CD44	CDCA5	CDH5	CDKN3	CLSTN1	CPSG3	DDC	DPYSL3	ECEL1	ELAVL4	EPB41L3	EPHA5	EPN2	FYN	GNB1	HIVEP2	HMBS	HPRT1	IGSF4	INPP1	MAP2K4	MAP7	MAPT	MCM2	MRPL3	MTSS1	MYCN(4)	NHLH2	NM23A	NRCAM	NTRK1	ODC1	PAICS	PDE4DIP	PIK3R1	PLAGL1	PLAT	PMP22	PRAME	PRDM2	PRKACB	PRKCZ	PTN	PTPRF	PTPRH	PTPRN2	QPCT	SCG2	SDHA(1)	SLC25A5	SLC6A8	SNAPC1	TNFRSF	TYMS	UBC(2)	ULK2	WSB1
ratio	Bias as ratio mean	3045.16	2322.69	3937.43	4487.94	3597.18	4399.63	5254.59	3114.89	4752.15	3714.42	9315.25	2624.43	3022.11	3998.45	1751.47	3411.61	2840.19	3779.30	4328.77	14869.63	2739.56	10589.35	3291.66	6379.22	5173.91	5501.99	7139.54	2453.09	2814.61	8210.54	3666.95	3375.41	8309.22	2282.50	5835.35	1327.11	4475.80	3611.62	4889.85	1801.51	2775.76	3759.57	3639.88	4503.23	5555.90	3366.58	3646.80	2629.24	5232.51	8149.07	3638.73	3852.95	4394.42	10181.04	6025.68	4148.94	3511.01	4060.19	7613.22	4407.65	18599.95	4004.77	3815.93	2767.36
																																																																	
	take log																																																																
	-4.0	-3.675318	-3.431651	-3.845649	-3.607608	-3.852134	-3.803605	-3.738998	-3.405991	-3.811785	-3.581190	-4.103855	-3.311080	-3.786345	-3.518129	-3.410610	-3.555102	-3.482123	-3.852724	-3.619248	-4.087619	-3.511524	-4.001371	-3.448504	-3.645886	-4.051461	-3.791275	-3.883857	-3.658018	-3.562940	-3.905462	-3.651769	-3.493714	-3.882177	-3.461984	-3.727137	-2.818809	-3.810544	-3.504782	-3.987797	-3.300938	-3.266896	-3.646959	-3.442638	-3.472730	-3.768391	-3.430306	-3.408989	-3.436797	-3.711586	-3.838298	-3.819557	-3.616465	-3.722276	-4.025237	-3.701332	-3.531360	-3.565376	-3.633261	-3.770551	-3.549091	-4.224595	-3.624267	-3.584163	-3.451844
	-4.0	-3.444472	-3.269150	-3.803062	-3.786816	-3.338704	-3.499971	-3.675781	-3.903704	-3.691981	-3.671248	-4.064891	-3.352739	-3.330862	-3.641958	-3.275801	-3.529630	-3.436236	-3.491872	-3.534663	-4.376849	-3.334941	-4.013360	-3.479177	-4.112135	-3.669500	-3.725540	-3.870426	-3.300986	-3.353039	-4.072294	-3.304939	-3.625107	-3.922329	-3.315734	-3.790108	-3.335838	-3.607452	-3.714315	-3.470716	-3.794060	-3.409190	-3.520658	-3.607497	-3.762078	-3.652010	-3.550003	-3.442778	-3.510158	-3.736685	-3.959850	-3.539805	-3.577934	-3.543559	-4.077083	-3.871709	-3.812682	-3.524745	-3.509196	-3.911781	-3.738688	-4.333509	-3.577986	-3.671405	-3.457818
	-4.0	-3.382353	-3.416350	-3.335483	-3.587947	-3.628983	-3.681004	-3.750630	-3.351017	-3.562563	-3.478636	-3.803546	-3.676405	-3.440901	-3.659683	-3.099935	-3.515086	-3.443079	-3.479875	-3.793795	-4.107721	-3.488548	-4.062240	-3.650533	-3.777206	-3.557576	-3.709030	-3.810311	-3.298329	-3.457509	-3.805765	-4.001584	-3.480350	-3.957445	-3.313512	-3.783762	-3.550754	-3.570784	-3.488343	-3.763515	-2.998052	-3.823532	-3.567064	-3.664673	-3.805439	-3.833647	-3.623420	-4.143128	-3.331304	-3.708407	-3.945606	-3.415195	-3.564633	-3.683851	-3.933399	-3.783603	-3.560747	-3.547131	-3.706394	-3.991745	-3.666179	-4.257496	-3.606743	-3.505073	-3.417630
	-3.0	-2.705601	-2.668057	-0.502589	-2.709648	-2.773304	-2.867392	-2.813426	-2.443870	-2.790079	-2.566717	-3.062659	-2.673944	-2.707126	-2.789103	-2.581852	-2.776761	-2.748315	-2.831983	-2.783821	-3.083858	-2.566472	-3.253324	-2.656494	-2.922342	-2.731407	-2.832310	-2.949640	-2.671751	-2.800397	-2.941583	-2.985531	-2.715563	-2.973091	-2.647393	-2.876388	-2.716169	-2.710503	-2.651387	-2.671400	-2.722633	-2.611575	-2.580569	-2.624032	-2.815138	-2.660961	-2.800571	-2.872576	-2.832601	-2.813050	-2.830916	-2.674309	-2.806354	-2.796024	-3.059900	-2.757515	-2.651331	-2.776334	-2.771260	-3.002507	-2.827721	-3.321419	-2.601679	-2.737847	-2.563155
	-3.0	-2.606136	-2.674047	-3.622014	-2.768857	-2.667387	-2.669711	-2.747992	-2.665629	-2.733555	-2.654422	-3.009690	-2.618722	-2.721101	-2.648473	-2.556923	-2.575238	-2.669951	-2.856892	-2.723319	-3.200104	-2.656481	-3.294589	-2.768797	-2.899157	-2.343599	-2.935262	-3.002308	-2.609215	-2.636771	-2.991279	-2.759954	-2.645587	-2.876028	-2.648656	-2.855778	-2.744134	-2.753715	-2.623969	-2.696282	-2.870804	-2.696031	-2.600072	-2.634334	-2.869721	-2.640497	-2.794628	-2.924146	-2.718887	-2.759362	-2.825099	-2.632814	-2.622000	-2.827503	-3.355796	-2.756265	-2.751176	-2.814224	-2.754724	-2.976185	-2.801333	-3.347450	-2.730086	-2.663730	-2.588407
	-3.0	-2.648799	-2.698277	-3.980587	-2.806991	-2.923646	-2.741913	-2.877579	-2.605204	-2.761635	-2.784175	-3.059656	-2.624522	-2.666943	-2.749009	-2.551543	-2.663351	-2.726536	-2.876211	-3.019727	-3.119078	-2.583191	-3.274642	-2.617701	-2.922882	-2.971440	-3.124128	-3.050336	-2.593677	-2.764678	-2.961231	-2.746514	-2.758720	-3.045776	-2.678383	-2.962148	-2.740824	-2.771300	-2.791245	-2.604631	-2.718829	-2.678205	-2.603586	-2.632081	-2.743144	-2.930311	-2.823030	-2.976352	-2.844176	-2.704914	-2.915948	-2.748840	-2.681871	-2.793322	-3.206454	-2.689895	-2.835883	-2.767826	-2.752631	-2.979849	-2.709894	-3.493633	-2.654261	-2.831289	-2.728532
	-2.0	-1.709707	-1.893937	-3.618776	-1.913336	-1.781293	-1.806349	-1.922531	-1.832619	-1.844040	-1.781710	-2.077789	-1.718658	-1.791313	-1.851600	-1.862096	-1.767269	-1.720367	-1.862649	-1.772866	-2.160823	-1.732268	-2.198948	-1.724100	-1.823755	-1.904442	-1.942401	-2.014805	-1.692053	-1.828898	-2.090836	-1.937124	-1.825914	-1.949950	-1.743815	-1.927761	-1.822406	-1.767079	-1.705827	-1.744698	-1.909034	-1.833851	-1.733516	-1.737603	-1.816265	-1.822627	-1.732954	-1.917175	-1.805746	-1.847177	-2.045362	-1.862172	-1.735477	-1.769909	-2.362352	-1.967275	-1.833551	-1.762225	-1.759082	-2.003241	-2.317106	-2.486147	-1.685770	-1.899584	-1.699984
	-2.0	-1.780480	-1.778349	-3.282816	-1.841708	-1.758337	-1.854058	-1.815237	-1.780808	-1.927442	-1.787069	-2.050897	-1.803984	-1.823970	-1.832133	-1.901910	-1.697991	-1.783674	-1.946785	-1.945466	-2.331950	-1.773244	-2.260423	-1.728747	-1.857924	-1.830380	-1.945612	-2.096762	-1.754337	-1.828898	-2.063893	-2.021851	-1.862829	-1.960648	-1.816306	-1.864390	-1.840023	-1.868536	-1.755808	-1.739621	-1.868252	-1.802805	-1.693844	-1.768816	-1.852386	-1.930721	-1.763357	-1.916764	-1.902255	-1.906126	-1.802786	-1.788745	-1.881384	-1.852935	-2.131302	-1.851284	-1.947334	-1.857747	-1.858152	-2.086641	-1.881501	-2.412504	-1.762585	-1.910889	-1.769936
	-2.0	-1.728187	-1.816349	-2.719790	-1.982631	-1.740325	-1.721778	-1.804483	-1.777022	-1.865566	-1.787069	-1.964467	-1.743852	-1.787244	-1.770204	-1.830343	-1.752915	-1.709954	-1.851108	-1.958968	-2.223395	-1.831775	-2.267309	-1.776190	-1.950684	-1.898238	-1.916025	-2.065094	-1.803056	-1.837986	-2.016343	-1.957982	-1.821288	-1.940924	-1.758499	-1.973961	-1.869090	-1.769022	-1.751740	-1.771432	-1.861938	-1.759533	-1.713659	-1.770319	-1.909004	-1.837438	-1.759964	-1.959122	-1.854227	-1.839919	-1.967101	-1.795702	-1.791072	-1.882271	-2.280975	-1.827683	-1.851728	-1.851749	-1.796845	-2.026524	-1.883865	-2.352183	-1.761146	-1.832117	-1.741861
	-1.0	-0.960653	-1.043288	-1.293559	-0.995105	-1.007533	-0.940479	-0.984679	-0.989833	-0.966871	-0.882582	-1.077382	-0.907817	-0.912783	-0.920573	-0.917649	-0.947517	-0.965561	-1.049004	-0.976090	-1.270053	-0.924372	-1.285189	-0.969696	-1.162825	-1.097413	-0.932908	-1.218372	-0.910679	-0.926232	-1.196103	-0.887029	-0.945059	-1.095644	-1.720565	-1.027651	-1.060937	-0.991412	-0.871468	-0.951142	-0.992597	-0.931425	-0.928697	-0.906409	-0.951976	-0.987191	-0.958927	-1.005307	-0.721519	-1.017084	-1.167868	-0.986152	-0.891625	-1.035962	-1.302213	-0.889735	-0.931245	-0.992513	-0.959544	-1.161092	-1.180408	-1.243243	-0.929199	-1.104023	-0.970687
	-1.0	-1.006395	-0.891384	-1.915354	-0.996080	-0.829134	-0.883084	-1.129736	-1.000129	-0.953411	-0.957106	-1.029502	-0.923440	-0.935764	-0.911715	-0.871088	-0.898764	-0.935941	-1.074370	-0.920560	-1.143727	-0.881015	-1.264344	-0.855515	-1.147155	-0.918247	-0.930567	-1.106901	-0.990208	-0.927866	-1.142675	-1.000146	-0.885734	-1.016182	-0.875960	-1.094303	-0.926274	-1.027598	-0.889158	-0.914065	-0.913812	-0.906137	-0.898381	-0.926933	-0.941742	-0.908126	-0.881513	-1.104045	-1.065675	-1.021714	-1.159833	-1.001743	-0.894277	-0.945131	-1.206816	-1.142275	-0.934280	-0.892422	-0.880643	-1.212641	-0.946236	-1.296739	-0.968098	-0.912411	-0.898219
	-1.0	-0.946600	-0.975920	-2.953667	-0.948722	-0.950696	-0.923269	-0.892663	-1.023217	-0.971097	-0.900951	-1.001136	-0.920040	-0.895409	-0.885366	-0.863556	-0.995077	-0.921105	-1.002754	-0.955355	-1.912326	-0.902515	-1.257505	-0.812723	-1.021861	-0.941344	-0.898086	-1.081714	-0.884070	-0.957151	-1.143075	-1.051532	-0.903553	-0.961986	-0.935911	-1.069036	-0.973373	-0.927462	-0.890228	-0.848301	-0.859188	-0.888603	-0.869588	-0.907386	-0.911807	-0.910667	-0.937541	-1.109342	-1.029267	-0.943736	-1.185557	-0.971843	-0.855620	-0.914543	-1.324899	-0.914720	-0.883754	-0.954005	-0.918202	-1.144361	-1.082711	-1.249399	-0.951017	-1.049279	-0.898136
	0.0	-0.028308	0.043862	0.304347	0.010147	-0.014111	-0.009819	-0.051420	0.002480	0.064318	0.035531	-0.049306	-0.041104	-0.044433	0.008071	-0.040954	0.000582	0.005453	0.081659	0.004349	-0.171688	0.019174	-0.089020	-0.111219	-0.120933	0.037488	0.022636	-0.035338	-0.039248	-0.074912	-0.050782	-0.012626	0.020758	-0.042837	-0.001242	-0.033135	0.045204	0.022343	-0.010797	-0.030386	0.004343	-0.043380	-0.091893	-0.032795	-0.008868	-0.035606	-0.020203	0.019866	-0.072507	-0.122363	-0.113389	-0.048984	-0.042752	-0.070475	0.212929	0.035835	-0.044505	-0.020548	-0.070550	-0.317268	-0.105026	-0.078566	-0.076000	-0.035283	0.007928
	0.0	0.013416	-0.033872	-0.429597	0.055754	0.023072	0.026417	-0.000214	-0.058329	-0.047843	0.001802	0.037878	0.005966	0.008006	-0.030395	0.005423	-0.046102	0.008575	-0.031403	-0.022139	-0.128936	-0.004948	-0.311819	0.048840	0.021720	-0.024282	-0.035727	-0.191589	0.001375	0.061697	-0.093322	0.032912	-0.009198	0.086590	0.013907	-0.103151	-0.014142	0.049547	-0.009668	0.010998	0.030170	0.008942	0.055583	0.031243	-0.010882	0.040867	0.024284	-0.019545	-0.111205	-0.063712	-0.204170	-0.015285	0.000814	0.025879	-0.165481	-0.040166	-0.044069	-0.038146	-0.051578	-0.120070	-0.114543	0.002253	0.047934	-0.113329	0.029998
	0.0	0.013566	-0.013785	-0.212691	-0.076042	-0.009923	-0.017892	0.046163	0.049200	-0.024712	-0.040678	0.006975	0.032003	0.032879	0.020707	0.032387	0.041145	-0.014383	-0.064045	0.016881	0.199594	-0.014937	0.229836	0.044110	0.076191	-0.015823	0.010922	0.156806	0.034725	0.002505	0.115183	-0.022310	-0.012334	-0.058846	-0.013087	0.108860	-0.035108	-0.082832	0.019769	0.017838	-0.037152	0.031108	0.022910	-0.000807	0.019098	-0.008754	-0.005267	-0.001217	0.139774	0.140504	0.205437	0.057379	0.038173	0.036786	-0.164905	0.001008	0.076967	0.053194	0.101032	0.245487	0.160361	0.064564	0.018636	0.116511	-0.040928
SSx	30																																																																
		AHCY	AKR1C1	ALUsq(Eurogentec)	ARHGEF7	BIRC5	CAMTA1	CAMTA2	CD44	CDCA5	CDH5	CDKN3	CLSTN1	CPSG3	DDC	DPYSL3	ECEL1	ELAVL4	EPB41L3	EPHA5	EPN2	FYN	GNB1	HIVEP2	HMBS	HPRT1	IGSF4	INPP1	MAP2K4	MAP7	MAPT	MCM2	MRPL3	MTSS1	MYCN(4)	NHLH2	NM23A	NRCAM	NTRK1	ODC1	PAICS	PDE4DIP	PIK3R1	PLAGL1	PLAT	PMP22	PRAME	PRDM2	PRKACB	PRKCZ	PTN	PTPRF	PTPRH	PTPRN2	QPCT	SCG2	SDHA(1)	SLC25A5	SLC6A8	SNAPC1	TNFRSF	TYMS	UBC(2)	ULK2	WSB1
	slope = bias	0.868284	0.845217	0.774504	0.909668	0.907156	0.916625	0.925060	0.866988	0.917002	0.890671	0.998655	0.861336	0.882011	0.903508	0.820148	0.878829	0.868145	0.902011	0.918949	1.000642	0.858895	0.994248	0.884165	0.947898	0.921376	0.952583	0.952808	0.853268	0.870538	0.964048	0.915528	0.886077	0.977160	0.820787	0.935016	0.821442	0.908157	0.894308	0.923325	0.857583	0.875074	0.884337	0.885821	0.923389	0.930897	0.894844	0.918079	0.868261	0.917234	0.944066	0.887719	0.899308	0.913499	0.987492	0.932120	0.909182	0.892765	0.905858	0.946830	0.897303	1.066027	0.891228	0.887474	0.858721
	correlation = R	0.998244	0.997455	0.743013	0.998688	0.995794	0.998363	0.998716	0.994002	0.999043	0.998954	0.998742	0.997819	0.997287	0.999403	0.995851	0.999020	0.998985	0.996504	0.997422	0.987392	0.999165	0.994455	0.998462	0.996023	0.992104	0.998104	0.997377	0.997318	0.997996	0.997749	0.993212	0.999258	0.999222	0.983595	0.998687	0.987404	0.998581	0.998831	0.996113	0.988939	0.996023	0.999016	0.999217	0.998366	0.998224	0.998365	0.991384	0.994706	0.998807	0.995799	0.997515	0.999268	0.998962	0.993780	0.998134	0.998171	0.998982	0.998970	0.995601	0.993490	0.996609	0.999106	0.997708	0.999223
																																																																	
	Sres	0.078282	0.091781	1.059796	0.070866	0.126791	0.079780	0.071294	0.144901	0.061002	0.061919	0.076153	0.086563	0.098905	0.047457	0.113842	0.059147	0.059477	0.114874	0.100442	0.243691	0.053361	0.159726	0.074575	0.128814	0.176946	0.089246	0.105039	0.095124	0.083847	0.098423	0.162880	0.051872	0.058603	0.228677	0.072860	0.199950	0.073562	0.065743	0.124033	0.195387	0.118905	0.059655	0.053288	0.080296	0.084388	0.077818	0.184269	0.136267	0.068133	0.131875	0.095243	0.052288	0.063268	0.168096	0.086621	0.083655	0.061243	0.062497	0.135360	0.156300	0.133713	0.057299	0.091442	0.051443
	Sxx	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
	se of slope	0.014292	0.016757	0.193491	0.012938	0.023149	0.014566	0.013016	0.026455	0.011137	0.011305	0.013904	0.015804	0.018058	0.008664	0.020785	0.010799	0.010859	0.020973	0.018338	0.044492	0.009742	0.029162	0.013615	0.023518	0.032306	0.016294	0.019177	0.017367	0.015308	0.017969	0.029738	0.009471	0.010699	0.041750	0.013302	0.036506	0.013431	0.012003	0.022645	0.035673	0.021709	0.010891	0.009729	0.014660	0.015407	0.014207	0.033643	0.024879	0.012439	0.024077	0.017389	0.009546	0.011551	0.030690	0.015815	0.015273	0.011181	0.011410	0.024713	0.028536	0.024412	0.010461	0.016695	0.009392
expected slope	1																																																																
	t	9.215886	9.237056	1.165406	6.981699	4.010723	5.724058	5.757380	5.027821	7.452153	9.670950	0.096708	8.773904	6.534043	11.136559	8.653131	11.220863	12.142390	4.672140	4.419841	0.014423	14.483833	0.197230	8.507597	2.215392	2.433744	2.910084	2.460799	8.448778	8.456928	2.000737	2.840586	12.029146	2.134711	4.292479	4.885122	4.891234	6.838330	8.805485	3.385916	3.992329	5.754589	10.619538	11.735924	5.225851	4.485188	7.401412	2.435019	5.295205	6.653599	2.323148	6.457087	10.547703	7.488615	0.407575	4.292226	5.946154	9.590490	8.250599	2.151486	3.598806	2.704658	10.397480	6.740074	15.042252
	p (slope = 1)	4.6006e-07	4.4820e-07	2.6479e-01	9.6001e-06	1.4819e-03	7.0060e-05	6.6279e-05	2.3131e-04	4.8190e-06	2.6490e-07	9.2443e-01	8.0236e-07	1.9001e-05	5.0904e-08	9.3742e-07	4.6551e-08	1.8138e-08	4.3666e-04	6.9193e-04	9.8871e-01	2.1248e-09	8.4670e-01	1.1331e-06	4.5200e-02	3.0119e-02	1.2170e-02	2.8626e-02	1.2241e-06	1.2111e-06	6.6752e-02	1.3906e-02	2.0298e-08	5.2398e-02	8.7539e-04	2.9789e-04	2.9466e-04	1.1912e-05	7.7058e-07	4.8724e-03	1.5341e-03	6.6587e-05	8.9189e-08	2.7278e-08	1.6357e-04	6.1371e-04	5.1838e-06	3.0047e-02	1.4506e-04	1.5792e-05	3.7032e-02	2.1425e-05	9.6584e-08	4.5737e-06	6.9022e-01	8.7580e-04	4.8545e-05	2.9163e-07	1.5928e-06	5.0818e-02	3.2393e-03	1.8033e-02	1.1426e-07	1.3832e-05	1.3334e-09
																																																																	
	Derivation from regression																																																																
	is independent of scaling																																																																
	ncount	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
	ngroups	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
																																																																	
	var	1.621227	1.538660	2.328348	1.777870	1.778355	1.806342	1.838439	1.630215	1.805370	1.703478	2.142484	1.596742	1.676106	1.751363	1.453411	1.658264	1.618305	1.755732	1.818939	2.200752	1.583430	2.141968	1.680337	1.940789	1.848217	1.951855	1.955624	1.568546	1.630465	2.000542	1.820758	1.684926	2.049278	1.492182	1.878333	1.483053	1.772346	1.717842	1.841135	1.611411	1.654031	1.679132	1.684090	1.833088	1.863545	1.721509	1.837678	1.632695	1.807134	1.925991	1.697089	1.735584	1.791889	2.115823	1.868782	1.777811	1.711403	1.762009	1.938057	1.748012	2.451776	1.705094	1.695502	1.582604
	SStotal	22.697181	21.541246	32.596871	24.890175	24.896969	25.288792	25.738149	22.823013	25.275175	23.848697	29.994770	22.354382	23.465478	24.519079	20.347750	23.215702	22.656276	24.580251	25.465147	30.810526	22.168026	29.987557	23.524724	27.171046	25.875044	27.325975	27.378735	21.959643	22.826508	28.007584	25.490610	23.588965	28.689892	20.890550	26.296668	20.762739	24.812845	24.049782	25.775884	22.559749	23.156436	23.507844	23.577260	25.663236	26.089628	24.101122	25.727497	22.857732	25.299869	26.963879	23.759252	24.298181	25.086440	29.621517	26.162952	24.889357	23.959636	24.668128	27.132797	24.472172	34.324862	23.871309	23.737030	22.156452
																																																																	
	variance per concentration	0.023829	0.008051	0.080119	0.012009	0.066278	0.023333	0.001622	0.092700	0.015536	0.009288	0.026668	0.039993	0.056484	0.005948	0.024270	0.000410	0.000613	0.044896	0.017462	0.026081	0.009217	0.001040	0.011853	0.057802	0.067057	0.001893	0.001534	0.042809	0.011015	0.018135	0.121329	0.006400	0.001418	0.007240	0.001202	0.141542	0.016679	0.015873	0.067235	0.161423	0.083629	0.004081	0.013291	0.032716	0.008466	0.009502	0.171765	0.008083	0.000240	0.004415	0.042883	0.000725	0.008850	0.005295	0.007260	0.023913	0.000414	0.009938	0.012544	0.009152	0.003120	0.000546	0.006922	0.000470
		0.002490	0.000256	3.659310	0.002406	0.016582	0.010006	0.004198	0.013143	0.000799	0.011969	0.000885	0.000921	0.000791	0.005249	0.000262	0.010206	0.001636	0.000492	0.024528	0.003553	0.002292	0.000426	0.006158	0.000183	0.100366	0.021904	0.002537	0.001708	0.007402	0.000626	0.018032	0.003260	0.007253	0.000308	0.003182	0.000233	0.000979	0.008049	0.002246	0.007511	0.001982	0.000154	0.000029	0.004031	0.026160	0.000224	0.002692	0.004794	0.002923	0.002586	0.003456	0.008844	0.000361	0.021889	0.001497	0.008534	0.000610	0.000104	0.000203	0.003823	0.008617	0.004167	0.007050	0.007937
		0.001347	0.003471	0.206340	0.004965	0.000422	0.004488	0.004260	0.000965	0.001875	0.000010	0.003506	0.001922	0.000405	0.001807	0.001286	0.001337	0.001592	0.002728	0.010768	0.007497	0.002501	0.001417	0.000831	0.004314	0.001688	0.000264	0.001708	0.003096	0.000028	0.001423	0.001949	0.000518	0.000097	0.001469	0.003026	0.000556	0.003367	0.000770	0.000292	0.000654	0.001393	0.000393	0.000341	0.002185	0.003434	0.000278	0.000592	0.002329	0.001319	0.015328	0.001643	0.005423	0.003397	0.013735	0.005583	0.003736	0.002862	0.002500	0.001852	0.062909	0.004501	0.001931	0.001814	0.001239
		0.000978	0.005793	0.703447	0.000733	0.008306	0.000868	0.014285	0.000292	0.000085	0.001507	0.001485	0.000068	0.000410	0.000335	0.000858	0.002319	0.000512	0.001319	0.000787	0.169870	0.000470	0.000208	0.006585	0.005969	0.009499	0.000379	0.005289	0.003050	0.000303	0.000944	0.007083	0.000927	0.004519	0.222106	0.001132	0.004670	0.002571	0.000111	0.002713	0.004498	0.000463	0.000874	0.000134	0.000436	0.002019	0.001598	0.003433	0.035746	0.001914	0.000173	0.000224	0.000466	0.003988	0.003926	0.019364	0.000803	0.002549	0.001558	0.001267	0.013834	0.000857	0.000380	0.009741	0.001753
		0.000582	0.001628	0.142175	0.004480	0.000415	0.000557	0.002383	0.002907	0.003507	0.001458	0.001954	0.001373	0.001558	0.000708	0.001376	0.001906	0.000155	0.005846	0.000397	0.041268	0.000308	0.074116	0.008295	0.010362	0.001122	0.000953	0.030452	0.001372	0.004693	0.012138	0.000870	0.000334	0.006360	0.000183	0.011669	0.001735	0.004888	0.000300	0.000681	0.001154	0.001463	0.005999	0.001025	0.000281	0.001505	0.000513	0.000389	0.018259	0.019041	0.046278	0.002955	0.001640	0.003485	0.047659	0.001447	0.004901	0.002348	0.008848	0.081535	0.024349	0.005150	0.004196	0.013660	0.001317
	SS per concentration	0.047659	0.016103	0.160237	0.024017	0.132556	0.046666	0.003245	0.185401	0.031071	0.018576	0.053335	0.079986	0.112968	0.011895	0.048541	0.000821	0.001226	0.089791	0.034924	0.052163	0.018435	0.002079	0.023707	0.115603	0.134114	0.003786	0.003068	0.085618	0.022029	0.036270	0.242659	0.012799	0.002837	0.014479	0.002404	0.283084	0.033359	0.031746	0.134469	0.322847	0.167257	0.008163	0.026582	0.065433	0.016931	0.019004	0.343531	0.016167	0.000480	0.008831	0.085766	0.001449	0.017699	0.010589	0.014520	0.047826	0.000828	0.019876	0.025089	0.018305	0.006241	0.001092	0.013844	0.000940
		0.004980	0.000512	7.318620	0.004812	0.033163	0.020012	0.008397	0.026286	0.001598	0.023939	0.001770	0.001842	0.001581	0.010497	0.000523	0.020412	0.003272	0.000983	0.049057	0.007106	0.004584	0.000852	0.012316	0.000367	0.200732	0.043809	0.005073	0.003416	0.014803	0.001253	0.036065	0.006519	0.014506	0.000615	0.006365	0.000467	0.001958	0.016098	0.004492	0.015022	0.003963	0.000307	0.000059	0.008061	0.052320	0.000449	0.005385	0.009587	0.005847	0.005173	0.006913	0.017689	0.000722	0.043779	0.002993	0.017068	0.001220	0.000208	0.000407	0.007647	0.017235	0.008334	0.014100	0.015874
		0.002695	0.006941	0.412681	0.009931	0.000843	0.008975	0.008521	0.001930	0.003749	0.000019	0.007012	0.003844	0.000811	0.003613	0.002572	0.002674	0.003184	0.005455	0.021536	0.014995	0.005002	0.002833	0.001662	0.008628	0.003376	0.000527	0.003416	0.006191	0.000055	0.002845	0.003898	0.001037	0.000195	0.002937	0.006052	0.001112	0.006734	0.001541	0.000584	0.001307	0.002787	0.000787	0.000682	0.004370	0.006868	0.000555	0.001185	0.004657	0.002637	0.030656	0.003286	0.010845	0.006793	0.027470	0.011166	0.007472	0.005725	0.005000	0.003704	0.125818	0.009003	0.003861	0.003628	0.002478
		0.001955	0.011587	1.406894	0.001465	0.016611	0.001735	0.028571	0.000585	0.000171	0.003015	0.002970	0.000135	0.000819	0.000671	0.001717	0.004638	0.001025	0.002637	0.001575	0.339740	0.000940	0.000416	0.013170	0.011938	0.018997	0.000758	0.010579	0.006099	0.000605	0.001889	0.014166	0.001853	0.009039	0.444211	0.002265	0.009340	0.005142	0.000222	0.005425	0.008996	0.000927	0.001747	0.000268	0.000871	0.004038	0.003197	0.006867	0.071492	0.003827	0.000346	0.000447	0.000933	0.007976	0.007853	0.038727	0.001606	0.005098	0.003115	0.002533	0.027669	0.001714	0.000760	0.019482	0.003505
		0.001165	0.003256	0.284350	0.008960	0.000830	0.001114	0.004765	0.005814	0.007014	0.002917	0.003908	0.002746	0.003115	0.001417	0.002752	0.003812	0.000310	0.011693	0.000794	0.082537	0.000615	0.148233	0.016590	0.020725	0.002243	0.001907	0.060904	0.002745	0.009386	0.024276	0.001739	0.000667	0.012720	0.000366	0.023338	0.003471	0.009775	0.000601	0.001362	0.002307	0.002926	0.011999	0.002050	0.000562	0.003010	0.001025	0.000778	0.036517	0.038081	0.092557	0.005910	0.003281	0.006969	0.095318	0.002895	0.009802	0.004697	0.017697	0.163071	0.048698	0.010300	0.008391	0.027320	0.002635
	SSwithin	0.058454	0.038399	9.582783	0.049184	0.184004	0.078502	0.053498	0.220015	0.043602	0.048465	0.068995	0.088552	0.119295	0.028093	0.056104	0.032358	0.009016	0.110560	0.107884	0.496540	0.029576	0.154413	0.067443	0.157261	0.359463	0.050786	0.083040	0.104070	0.046879	0.066533	0.298526	0.022876	0.039297	0.462609	0.040423	0.297473	0.056967	0.050207	0.146333	0.350479	0.177860	0.023003	0.029642	0.079297	0.083168	0.024229	0.357745	0.138420	0.050872	0.137562	0.102321	0.034197	0.040160	0.185008	0.070301	0.083773	0.017568	0.045896	0.194803	0.228136	0.044492	0.022439	0.078374	0.025433
