			AHCY	AKR1C1	ALUsq(Eurogentec)	ARHGEF7	BIRC5	CAMTA1	CAMTA2	CD44	CDCA5	CDH5	CDKN3	CLSTN1	CPSG3	DDC	DPYSL3	ECEL1	ELAVL4	EPB41L3	EPHA5	EPN2	FYN	GNB1	HIVEP2	HMBS	HPRT1	IGSF4	INPP1	MAP2K4	MAP7	MAPT	MCM2	MRPL3	MTSS1	MYCN(4)	NHLH2	NM23A	NRCAM	NTRK1	ODC1	PAICS	PDE4DIP	PIK3R1	PLAGL1	PLAT	PMP22	PRAME	PRDM2	PRKACB	PRKCZ	PTN	PTPRF	PTPRH	PTPRN2	QPCT	SCG2	SDHA(1)	SLC25A5	SLC6A8	SNAPC1	TNFRSF	TYMS	UBC(2)	ULK2	WSB1
		1.1760912590556813	-8.052782	-8.207535	-11.422174	-8.171113	-7.976756	-8.314848	-8.413666	-8.601037	-8.503895	-7.770009	-9.106592	-7.746672	-8.145538	-8.292442	-7.478593	-7.795470	-7.749233	-8.122672	-8.841340	-9.565417	-7.862335	-8.639753	-8.065574	-8.171840	-9.109918	-8.587626	-8.564979	-7.905938	-8.106226	-9.447306	-8.810384	-7.965991	-9.016458	-7.716784	-8.968720	-7.561836	-7.767449	-8.070928	-8.049329	-8.263865	-7.960671	-7.884383	-8.062266	-8.433420	-8.495113	-7.975548	-8.945495	-7.585311	-8.426268	-8.310395	-8.152660	-8.081194	-9.005621	-10.124120	-8.373760	-8.115189	-7.922708	-8.068468	-8.271327	-8.013030	-9.946556	-8.130974	-7.804886	-7.825046
		2.1760912590556813	-7.205579	-7.515279	-10.462506	-7.272155	-7.158261	-7.412993	-7.504861	-7.619033	-7.576876	-6.861422	-8.159829	-6.938994	-7.324559	-7.414714	-6.779917	-6.933981	-7.010355	-7.369544	-8.034393	-8.509034	-7.019379	-7.888281	-7.220500	-7.241558	-8.032554	-7.809577	-7.710876	-7.111708	-7.382346	-8.484164	-7.988286	-7.139558	-8.060772	-7.011185	-8.099822	-7.060412	-6.849695	-7.190648	-6.966091	-7.670270	-7.122735	-6.900898	-7.120812	-7.562672	-7.487686	-7.247048	-8.204888	-6.957780	-7.466483	-7.253131	-7.246462	-7.198258	-8.161342	-9.319598	-7.322771	-7.226390	-7.163086	-7.211723	-7.366148	-7.141360	-9.062190	-7.189984	-6.962294	-7.009313
		3.1760912590556813	-6.291525	-6.664697	-10.967903	-6.422881	-6.130134	-6.447383	-6.539280	-6.844282	-6.694136	-5.978267	-7.146879	-6.055429	-6.427011	-6.503831	-6.081260	-6.001590	-6.033419	-6.401363	-7.084538	-7.613410	-6.196427	-6.856322	-6.282516	-6.204218	-7.228092	-6.780357	-6.769001	-6.236642	-6.480324	-7.576490	-7.129938	-6.269612	-7.046315	-6.125914	-7.123755	-6.170542	-5.906068	-6.239573	-6.060570	-6.779256	-6.259528	-6.019829	-6.249576	-6.612556	-6.607359	-6.193063	-7.211551	-6.013301	-6.571782	-6.334226	-6.376681	-6.297494	-7.190764	-8.370424	-6.470292	-6.357797	-6.200865	-6.256877	-6.418770	-6.389201	-8.091634	-6.264476	-6.098869	-6.119875
		4.176091259055681	-5.523283	-5.805349	-9.814969	-5.490292	-5.299270	-5.568932	-5.694222	-6.051859	-5.778912	-5.106530	-6.151834	-5.217030	-5.540821	-5.591736	-5.100575	-5.209317	-5.236290	-5.556558	-6.142772	-6.816723	-5.319965	-5.883109	-5.418814	-5.437378	-6.336074	-5.766198	-5.845776	-5.415146	-5.585480	-6.680084	-6.137189	-5.344383	-6.120411	-5.530520	-6.265381	-5.313564	-5.086679	-5.385399	-5.213156	-5.821380	-5.369520	-5.205045	-5.404239	-5.688512	-5.679091	-5.366965	-6.353429	-5.098045	-5.701553	-5.566896	-5.547721	-5.375358	-6.320938	-7.390190	-5.570455	-5.396686	-5.323271	-5.371647	-5.552666	-5.431496	-6.937817	-5.477414	-5.239910	-5.304963
		5.176091259055681	-4.552509	-4.836417	-7.873423	-4.513703	-4.370470	-4.653752	-4.693686	-5.049682	-4.817865	-4.194099	-5.117312	-4.300976	-4.627352	-4.686391	-4.217526	-4.263656	-4.295539	-4.519111	-5.192407	-5.408364	-4.417568	-4.671097	-4.545593	-4.334438	-5.351278	-4.846400	-4.733487	-4.487877	-4.651967	-5.529106	-5.158294	-4.433192	-5.100839	-4.353182	-5.210860	-4.328051	-4.108169	-4.502014	-4.309170	-4.900394	-4.461908	-4.310622	-4.491450	-4.753554	-4.744928	-4.441367	-5.280829	-4.173871	-4.722565	-4.433184	-4.563438	-4.496105	-5.358329	-6.151367	-4.589320	-4.484129	-4.378791	-4.459216	-4.443919	-4.381446	-5.678606	-4.531118	-4.228706	-4.383616
x-mean	3.176091																																																																	
SSx	27.857143																																																																	
n	3.000000																																																																	
alpha	0.950000																																																																	
t	6.205347																																																																	
			0.054061	0.063383	0.731891	0.048940	0.087562	0.055095	0.049235	0.100068	0.042128	0.042761	0.052591	0.059780	0.068304	0.032774	0.078619	0.040847	0.041075	0.079332	0.069365	0.168292	0.036851	0.110306	0.051501	0.088958	0.122198	0.061633	0.072540	0.065692	0.057905	0.067970	0.112484	0.035823	0.040471	0.157923	0.050317	0.138085	0.050802	0.045402	0.085657	0.134934	0.082115	0.041198	0.036801	0.055452	0.058278	0.053741	0.127256	0.094105	0.047052	0.091072	0.065774	0.036110	0.043692	0.116086	0.059820	0.057772	0.042294	0.043160	0.093479	0.107940	0.092341	0.039571	0.063150	0.035526
			0.047568	0.055770	0.643978	0.043061	0.077044	0.048478	0.043321	0.088048	0.037068	0.037625	0.046274	0.052600	0.060099	0.028837	0.069175	0.035940	0.036141	0.069803	0.061033	0.148078	0.032424	0.097056	0.045315	0.078273	0.107520	0.054230	0.063826	0.057802	0.050949	0.059806	0.098973	0.031520	0.035610	0.138954	0.044273	0.121499	0.044700	0.039948	0.075368	0.118726	0.072252	0.036249	0.032380	0.048791	0.051278	0.047285	0.111970	0.082802	0.041401	0.080133	0.057874	0.031772	0.038444	0.102142	0.052635	0.050833	0.037214	0.037976	0.082250	0.094975	0.081250	0.034818	0.055564	0.031259
			0.045196	0.052990	0.611874	0.040915	0.073203	0.046061	0.041161	0.083658	0.035220	0.035749	0.043967	0.049977	0.057103	0.027399	0.065727	0.034149	0.034339	0.066323	0.057990	0.140695	0.030808	0.092218	0.043056	0.074371	0.102160	0.051526	0.060644	0.054920	0.048409	0.056824	0.094039	0.029949	0.033834	0.132027	0.042066	0.115441	0.042471	0.037957	0.071610	0.112807	0.068650	0.034442	0.030766	0.046359	0.048721	0.044928	0.106388	0.078674	0.039337	0.076138	0.054988	0.030188	0.036528	0.097050	0.050011	0.048299	0.035359	0.036083	0.078150	0.090240	0.077199	0.033082	0.052794	0.029701
			0.047568	0.055770	0.643978	0.043061	0.077044	0.048478	0.043321	0.088048	0.037068	0.037625	0.046274	0.052600	0.060099	0.028837	0.069175	0.035940	0.036141	0.069803	0.061033	0.148078	0.032424	0.097056	0.045315	0.078273	0.107520	0.054230	0.063826	0.057802	0.050949	0.059806	0.098973	0.031520	0.035610	0.138954	0.044273	0.121499	0.044700	0.039948	0.075368	0.118726	0.072252	0.036249	0.032380	0.048791	0.051278	0.047285	0.111970	0.082802	0.041401	0.080133	0.057874	0.031772	0.038444	0.102142	0.052635	0.050833	0.037214	0.037976	0.082250	0.094975	0.081250	0.034818	0.055564	0.031259
			0.054061	0.063383	0.731891	0.048940	0.087562	0.055095	0.049235	0.100068	0.042128	0.042761	0.052591	0.059780	0.068304	0.032774	0.078619	0.040847	0.041075	0.079332	0.069365	0.168292	0.036851	0.110306	0.051501	0.088958	0.122198	0.061633	0.072540	0.065692	0.057905	0.067970	0.112484	0.035823	0.040471	0.157923	0.050317	0.138085	0.050802	0.045402	0.085657	0.134934	0.082115	0.041198	0.036801	0.055452	0.058278	0.053741	0.127256	0.094105	0.047052	0.091072	0.065774	0.036110	0.043692	0.116086	0.059820	0.057772	0.042294	0.043160	0.093479	0.107940	0.092341	0.039571	0.063150	0.035526
																																																																		
		log(upper)																																																																
			-7.717313	-7.814219	-6.880535	-7.867423	-7.433405	-7.972961	-8.108145	-7.980081	-8.242478	-7.504660	-8.780247	-7.375716	-7.721690	-8.089070	-6.990735	-7.542003	-7.494349	-7.630391	-8.410908	-8.521105	-7.633665	-7.955267	-7.745991	-7.619823	-8.351636	-8.205172	-8.114845	-7.498294	-7.746908	-9.025527	-8.112380	-7.743698	-8.765322	-6.736816	-8.656485	-6.704972	-7.452206	-7.789193	-7.517801	-7.426555	-7.451118	-7.628737	-7.833905	-8.089320	-8.133478	-7.642069	-8.155830	-7.001354	-8.134291	-7.745259	-7.744508	-7.857122	-8.734495	-9.403765	-8.002556	-7.756693	-7.660258	-7.800644	-7.691258	-7.343223	-9.373545	-7.885424	-7.413020	-7.604593
			-6.910406	-7.169207	-6.466397	-7.004943	-6.680176	-7.112173	-7.236039	-7.072665	-7.346859	-6.627947	-7.872684	-6.612596	-6.951623	-7.235770	-6.350659	-6.710959	-6.786087	-6.936394	-7.655664	-7.590162	-6.818175	-7.286013	-6.939304	-6.755848	-7.365355	-7.473063	-7.314811	-6.753029	-7.066188	-8.113048	-7.374124	-6.943965	-7.839802	-6.148928	-7.825093	-6.306471	-6.572318	-6.942755	-6.498408	-6.933535	-6.674389	-6.675960	-6.919881	-7.259904	-7.169490	-6.953626	-7.510076	-6.443966	-7.209578	-6.755878	-6.887336	-7.001101	-7.922783	-8.685769	-6.996155	-6.910955	-6.932160	-6.976069	-6.855756	-6.552008	-8.558008	-6.973929	-6.617498	-6.815340
			-6.011068	-6.335878	-7.171015	-6.168991	-5.675883	-6.161560	-6.283859	-6.325152	-6.475586	-5.756431	-6.874049	-5.745303	-6.072667	-6.333808	-5.673403	-5.789686	-5.820332	-5.989807	-6.724689	-6.740347	-6.005254	-6.284080	-6.015338	-5.742723	-6.594155	-6.460619	-6.392681	-5.895845	-6.179928	-7.223876	-6.546395	-6.083771	-6.836361	-5.306644	-6.862722	-5.454189	-5.642519	-6.004038	-5.616203	-6.079250	-5.833533	-5.806105	-6.058662	-6.324882	-6.305026	-5.914269	-6.551377	-5.525103	-6.327684	-5.861763	-6.035459	-6.110166	-6.964098	-7.768194	-6.159960	-6.058088	-5.981452	-6.032972	-5.933823	-5.829231	-7.612587	-6.059192	-5.771262	-5.935573
			-5.228110	-5.459277	-5.818860	-5.223080	-4.821185	-5.268112	-5.425400	-5.505491	-5.548896	-4.873054	-5.864689	-4.890632	-5.167884	-5.412793	-4.671317	-4.986295	-5.012022	-5.123408	-5.764043	-5.897850	-5.118761	-5.280841	-5.137619	-4.951668	-5.668874	-5.429683	-5.449711	-5.056467	-5.269322	-6.308968	-5.523027	-5.148791	-5.899441	-4.668262	-5.990652	-4.559624	-4.809303	-5.137506	-4.745473	-5.084646	-4.921173	-4.980107	-5.203308	-5.385744	-5.360895	-5.073543	-5.658616	-4.584231	-5.444647	-5.069643	-5.188594	-5.178200	-6.082378	-6.756361	-5.243840	-5.081251	-5.092345	-5.135994	-5.042274	-4.842144	-6.433634	-5.261359	-4.895114	-5.110990
			-4.217040	-4.443101	-3.331784	-4.210013	-3.827119	-4.311866	-4.388165	-4.428726	-4.556448	-3.928750	-4.790967	-3.930020	-4.203504	-4.483019	-3.729667	-4.010189	-4.040655	-4.026830	-4.761975	-4.364052	-4.188897	-3.986611	-4.226009	-3.782422	-4.592996	-4.463946	-4.283354	-4.080233	-4.292649	-5.107328	-4.460290	-4.210899	-4.849702	-3.373213	-4.898625	-3.471186	-3.792927	-4.220279	-3.777642	-4.063084	-3.952356	-4.054977	-4.263089	-4.409454	-4.383293	-4.107888	-4.491164	-3.589914	-4.430588	-3.868048	-4.155286	-4.272033	-5.087203	-5.431011	-4.218116	-4.125633	-4.116341	-4.191392	-3.863850	-3.711639	-5.105595	-4.285569	-3.836840	-4.163163
		log(lower)																																																																
			-8.388250	-8.600851	-15.963812	-8.474803	-8.520107	-8.656734	-8.719186	-9.221993	-8.765313	-8.035357	-9.432937	-8.117629	-8.569386	-8.495814	-7.966451	-8.048938	-8.004117	-8.614954	-9.271772	-10.609729	-8.091006	-9.324239	-8.385158	-8.723856	-9.868200	-8.970080	-9.015112	-8.313581	-8.465544	-9.869085	-9.508388	-8.188285	-9.267594	-8.696753	-9.280955	-8.418701	-8.082692	-8.352663	-8.580858	-9.101175	-8.470224	-8.140028	-8.290627	-8.777520	-8.856748	-8.309027	-9.735161	-8.169268	-8.718244	-8.875531	-8.560812	-8.305267	-9.276747	-10.844476	-8.744964	-8.473685	-8.185158	-8.336292	-8.851396	-8.682837	-10.519567	-8.376524	-8.196752	-8.045498
			-7.500752	-7.861351	-14.458615	-7.539366	-7.636346	-7.713813	-7.773684	-8.165402	-7.806892	-7.094897	-8.446975	-7.265392	-7.697495	-7.593657	-7.209175	-7.157003	-7.234622	-7.802694	-8.413123	-9.427907	-7.220582	-8.490548	-7.501696	-7.727267	-8.699753	-8.146092	-8.106940	-7.470386	-7.698503	-8.855280	-8.602448	-7.335150	-8.281743	-7.873442	-8.374552	-7.814352	-7.127071	-7.438542	-7.433774	-8.407004	-7.571082	-7.125837	-7.321743	-7.865440	-7.805882	-7.540470	-8.899701	-7.471593	-7.723389	-7.750384	-7.605589	-7.395416	-8.399901	-9.953426	-7.649386	-7.541824	-7.394011	-7.447376	-7.876541	-7.730711	-9.566372	-7.406039	-7.307090	-7.203286
			-6.571983	-6.993515	-14.764791	-6.676771	-6.584384	-6.733206	-6.794700	-7.363412	-6.912685	-6.200103	-7.419709	-6.365555	-6.781355	-6.673853	-6.489118	-6.213493	-6.246506	-6.812919	-7.444387	-8.486473	-6.387599	-7.428564	-6.549693	-6.665714	-7.862029	-7.100095	-7.145320	-6.577439	-6.780720	-7.929105	-7.713482	-6.455453	-7.256269	-6.945185	-7.384789	-6.886896	-6.169616	-6.475108	-6.504937	-7.479262	-6.685523	-6.233553	-6.440489	-6.900229	-6.909692	-6.471857	-7.871725	-6.501499	-6.815880	-6.806690	-6.717904	-6.484823	-7.417430	-8.972653	-6.780625	-6.657506	-6.420277	-6.480783	-6.903718	-6.949171	-8.570681	-6.469760	-6.426475	-6.304178
			-5.818456	-6.151421	-13.811078	-5.757503	-5.777355	-5.869752	-5.963044	-6.598228	-6.008929	-5.340005	-6.438980	-5.543428	-5.913757	-5.770680	-5.529833	-5.432339	-5.460557	-5.989708	-6.521502	-7.735595	-5.521168	-6.485376	-5.700010	-5.923087	-7.003273	-6.102713	-6.241841	-5.773824	-5.901638	-7.051200	-6.751350	-5.539975	-6.341382	-6.392777	-6.540111	-6.067505	-5.364056	-5.633293	-5.680839	-6.558115	-5.817867	-5.429983	-5.605169	-5.991280	-5.997288	-5.660387	-7.048241	-5.611859	-5.958458	-6.064149	-5.906847	-5.572515	-6.559497	-8.024018	-5.897071	-5.712120	-5.554196	-5.607301	-6.063058	-6.020847	-7.441999	-5.693468	-5.584706	-5.498935
			-4.887978	-5.229732	-12.415061	-4.817393	-4.913821	-4.995639	-4.999207	-5.670638	-5.079283	-4.459447	-5.443657	-4.671933	-5.051199	-4.889763	-4.705384	-4.517124	-4.550423	-5.011393	-5.622840	-6.452677	-4.646238	-5.355583	-4.865176	-4.886454	-6.109560	-5.228854	-5.183621	-4.895520	-5.011285	-5.950885	-5.856298	-4.655486	-5.351975	-5.333150	-5.523094	-5.184916	-4.423412	-4.783748	-4.840699	-5.737704	-4.971461	-4.566268	-4.719810	-5.097655	-5.106562	-4.774846	-6.070495	-4.757828	-5.014542	-4.998320	-4.971590	-4.720178	-5.629455	-6.871722	-4.960523	-4.842625	-4.641241	-4.727040	-5.023987	-5.051254	-6.251617	-4.776668	-4.620571	-4.604069
																																																																		
		upper																																																																
			1.917e-08	1.534e-08	1.317e-07	1.357e-08	3.686e-08	1.064e-08	7.796e-09	1.047e-08	5.722e-09	3.129e-08	1.659e-09	4.210e-08	1.898e-08	8.146e-09	1.022e-07	2.871e-08	3.204e-08	2.342e-08	3.882e-09	3.012e-09	2.325e-08	1.108e-08	1.795e-08	2.400e-08	4.450e-09	6.235e-09	7.676e-09	3.175e-08	1.791e-08	9.429e-10	7.720e-09	1.804e-08	1.717e-09	1.833e-07	2.206e-09	1.973e-07	3.530e-08	1.625e-08	3.035e-08	3.745e-08	3.539e-08	2.351e-08	1.466e-08	8.141e-09	7.354e-09	2.280e-08	6.985e-09	9.969e-08	7.340e-09	1.798e-08	1.801e-08	1.390e-08	1.843e-09	3.947e-10	9.941e-09	1.751e-08	2.186e-08	1.583e-08	2.036e-08	4.537e-08	4.231e-10	1.302e-08	3.863e-08	2.485e-08
			1.229e-07	6.773e-08	3.417e-07	9.887e-08	2.088e-07	7.724e-08	5.807e-08	8.459e-08	4.499e-08	2.355e-07	1.341e-08	2.440e-07	1.118e-07	5.811e-08	4.460e-07	1.946e-07	1.636e-07	1.158e-07	2.210e-08	2.569e-08	1.520e-07	5.176e-08	1.150e-07	1.754e-07	4.312e-08	3.365e-08	4.844e-08	1.766e-07	8.586e-08	7.708e-09	4.225e-08	1.138e-07	1.446e-08	7.097e-07	1.496e-08	4.938e-07	2.677e-07	1.141e-07	3.174e-07	1.165e-07	2.116e-07	2.109e-07	1.203e-07	5.497e-08	6.769e-08	1.113e-07	3.090e-08	3.598e-07	6.172e-08	1.754e-07	1.296e-07	9.975e-08	1.195e-08	2.062e-09	1.009e-07	1.228e-07	1.169e-07	1.057e-07	1.394e-07	2.805e-07	2.767e-09	1.062e-07	2.413e-07	1.530e-07
			9.748e-07	4.614e-07	6.745e-08	6.777e-07	2.109e-06	6.894e-07	5.202e-07	4.730e-07	3.345e-07	1.752e-06	1.336e-07	1.798e-06	8.459e-07	4.637e-07	2.121e-06	1.623e-06	1.512e-06	1.024e-06	1.885e-07	1.818e-07	9.880e-07	5.199e-07	9.653e-07	1.808e-06	2.546e-07	3.462e-07	4.049e-07	1.271e-06	6.608e-07	5.972e-08	2.842e-07	8.246e-07	1.458e-07	4.936e-06	1.372e-07	3.514e-06	2.278e-06	9.907e-07	2.420e-06	8.332e-07	1.467e-06	1.563e-06	8.737e-07	4.733e-07	4.954e-07	1.218e-06	2.809e-07	2.985e-06	4.702e-07	1.375e-06	9.216e-07	7.760e-07	1.086e-07	1.705e-08	6.919e-07	8.748e-07	1.044e-06	9.269e-07	1.165e-06	1.482e-06	2.440e-08	8.726e-07	1.693e-06	1.160e-06
			5.914e-06	3.473e-06	1.518e-06	5.983e-06	1.509e-05	5.394e-06	3.755e-06	3.123e-06	2.826e-06	1.340e-05	1.366e-06	1.286e-05	6.794e-06	3.866e-06	2.131e-05	1.032e-05	9.727e-06	7.526e-06	1.722e-06	1.265e-06	7.607e-06	5.238e-06	7.284e-06	1.118e-05	2.144e-06	3.718e-06	3.550e-06	8.781e-06	5.379e-06	4.909e-07	2.999e-06	7.099e-06	1.261e-06	2.147e-05	1.022e-06	2.757e-05	1.551e-05	7.286e-06	1.797e-05	8.229e-06	1.199e-05	1.047e-05	6.262e-06	4.114e-06	4.356e-06	8.442e-06	2.195e-06	2.605e-05	3.592e-06	8.518e-06	6.477e-06	6.634e-06	8.272e-07	1.752e-07	5.704e-06	8.294e-06	8.085e-06	7.311e-06	9.072e-06	1.438e-05	3.684e-07	5.478e-06	1.273e-05	7.745e-06
			6.067e-05	3.605e-05	4.658e-04	6.166e-05	1.489e-04	4.877e-05	4.091e-05	3.726e-05	2.777e-05	1.178e-04	1.618e-05	1.175e-04	6.259e-05	3.288e-05	1.864e-04	9.768e-05	9.106e-05	9.401e-05	1.730e-05	4.325e-05	6.473e-05	1.031e-04	5.943e-05	1.650e-04	2.553e-05	3.436e-05	5.208e-05	8.313e-05	5.097e-05	7.810e-06	3.465e-05	6.153e-05	1.414e-05	4.234e-04	1.263e-05	3.379e-04	1.611e-04	6.022e-05	1.669e-04	8.648e-05	1.116e-04	8.811e-05	5.456e-05	3.895e-05	4.137e-05	7.800e-05	3.227e-05	2.571e-04	3.710e-05	1.355e-04	6.994e-05	5.345e-05	8.181e-06	3.707e-06	6.052e-05	7.488e-05	7.650e-05	6.436e-05	1.368e-04	1.942e-04	7.842e-06	5.181e-05	1.456e-04	6.868e-05
		lower																																																																
			4.090e-09	2.507e-09	1.087e-16	3.351e-09	3.019e-09	2.204e-09	1.909e-09	5.998e-10	1.717e-09	9.218e-09	3.690e-10	7.627e-09	2.695e-09	3.193e-09	1.080e-08	8.934e-09	9.906e-09	2.427e-09	5.348e-10	2.456e-11	8.110e-09	4.740e-10	4.119e-09	1.889e-09	1.355e-10	1.071e-09	9.658e-10	4.858e-09	3.423e-09	1.352e-10	3.102e-10	6.482e-09	5.400e-10	2.010e-09	5.237e-10	3.813e-09	8.266e-09	4.440e-09	2.625e-09	7.922e-10	3.387e-09	7.244e-09	5.121e-09	1.669e-09	1.391e-09	4.909e-09	1.840e-10	6.772e-09	1.913e-09	1.332e-09	2.749e-09	4.951e-09	5.288e-10	1.431e-11	1.799e-09	3.360e-09	6.529e-09	4.610e-09	1.408e-09	2.076e-09	3.023e-11	4.202e-09	6.357e-09	9.005e-09
			3.157e-08	1.376e-08	3.478e-15	2.888e-08	2.310e-08	1.933e-08	1.684e-08	6.833e-09	1.560e-08	8.037e-08	3.573e-09	5.428e-08	2.007e-08	2.549e-08	6.178e-08	6.966e-08	5.826e-08	1.575e-08	3.863e-09	3.733e-10	6.018e-08	3.232e-09	3.150e-08	1.874e-08	1.996e-09	7.143e-09	7.817e-09	3.385e-08	2.002e-08	1.395e-09	2.498e-09	4.622e-08	5.227e-09	1.338e-08	4.221e-09	1.533e-08	7.463e-08	3.643e-08	3.683e-08	3.917e-09	2.685e-08	7.485e-08	4.767e-08	1.363e-08	1.564e-08	2.881e-08	1.260e-09	3.376e-08	1.891e-08	1.777e-08	2.480e-08	4.023e-08	3.982e-09	1.113e-10	2.242e-08	2.872e-08	4.036e-08	3.570e-08	1.329e-08	1.859e-08	2.714e-10	3.926e-08	4.931e-08	6.262e-08
			2.679e-07	1.015e-07	1.719e-15	2.105e-07	2.604e-07	1.848e-07	1.604e-07	4.331e-08	1.223e-07	6.308e-07	3.804e-08	4.310e-07	1.654e-07	2.119e-07	3.243e-07	6.117e-07	5.669e-07	1.538e-07	3.594e-08	3.262e-09	4.096e-07	3.728e-08	2.820e-07	2.159e-07	1.374e-08	7.942e-08	7.156e-08	2.646e-07	1.657e-07	1.177e-08	1.934e-08	3.504e-07	5.543e-08	1.135e-07	4.123e-08	1.297e-07	6.767e-07	3.349e-07	3.127e-07	3.317e-08	2.063e-07	5.840e-07	3.627e-07	1.258e-07	1.231e-07	3.374e-07	1.344e-08	3.151e-07	1.528e-07	1.561e-07	1.915e-07	3.275e-07	3.824e-08	1.065e-09	1.657e-07	2.200e-07	3.799e-07	3.305e-07	1.248e-07	1.124e-07	2.687e-09	3.390e-07	3.746e-07	4.964e-07
			1.519e-06	7.056e-07	1.545e-14	1.748e-06	1.670e-06	1.350e-06	1.089e-06	2.522e-07	9.796e-07	4.571e-06	3.639e-07	2.861e-06	1.220e-06	1.696e-06	2.952e-06	3.695e-06	3.463e-06	1.024e-06	3.010e-07	1.838e-08	3.012e-06	3.271e-07	1.995e-06	1.194e-06	9.925e-08	7.894e-07	5.730e-07	1.683e-06	1.254e-06	8.888e-08	1.773e-07	2.884e-06	4.556e-07	4.048e-07	2.883e-07	8.560e-07	4.325e-06	2.327e-06	2.085e-06	2.766e-07	1.521e-06	3.715e-06	2.482e-06	1.020e-06	1.006e-06	2.186e-06	8.949e-08	2.444e-06	1.100e-06	8.627e-07	1.239e-06	2.676e-06	2.757e-07	9.462e-09	1.267e-06	1.940e-06	2.791e-06	2.470e-06	8.649e-07	9.531e-07	3.614e-08	2.025e-06	2.602e-06	3.170e-06
			1.294e-05	5.892e-06	3.845e-13	1.523e-05	1.219e-05	1.010e-05	1.002e-05	2.135e-06	8.331e-06	3.472e-05	3.600e-06	2.128e-05	8.888e-06	1.289e-05	1.971e-05	3.040e-05	2.816e-05	9.741e-06	2.383e-06	3.526e-07	2.258e-05	4.410e-06	1.364e-05	1.299e-05	7.770e-07	5.904e-06	6.552e-06	1.272e-05	9.744e-06	1.120e-06	1.392e-06	2.211e-05	4.447e-06	4.644e-06	2.999e-06	6.533e-06	3.772e-05	1.645e-05	1.443e-05	1.829e-06	1.068e-05	2.715e-05	1.906e-05	7.986e-06	7.824e-06	1.679e-05	8.502e-07	1.747e-05	9.671e-06	1.004e-05	1.068e-05	1.905e-05	2.347e-06	1.344e-07	1.095e-05	1.437e-05	2.284e-05	1.875e-05	9.463e-06	8.887e-06	5.603e-07	1.672e-05	2.396e-05	2.488e-05
		mean																																																																
			8.856e-09	6.201e-09	3.783e-12	6.744e-09	1.055e-08	4.843e-09	3.858e-09	2.506e-09	3.134e-09	1.698e-08	7.824e-10	1.792e-08	7.153e-09	5.100e-09	3.322e-08	1.602e-08	1.781e-08	7.539e-09	1.441e-09	2.720e-10	1.373e-08	2.292e-09	8.599e-09	6.732e-09	7.764e-10	2.584e-09	2.723e-09	1.242e-08	7.830e-09	3.570e-10	1.547e-09	1.081e-08	9.628e-10	1.920e-08	1.075e-09	2.743e-08	1.708e-08	8.493e-09	8.926e-09	5.447e-09	1.095e-08	1.305e-08	8.664e-09	3.686e-09	3.198e-09	1.058e-08	1.134e-09	2.598e-08	3.747e-09	4.893e-09	7.036e-09	8.295e-09	9.871e-10	7.514e-11	4.229e-09	7.670e-09	1.195e-08	8.541e-09	5.354e-09	9.704e-09	1.131e-10	7.396e-09	1.567e-08	1.496e-08
			6.229e-08	3.053e-08	3.447e-11	5.344e-08	6.946e-08	3.864e-08	3.127e-08	2.404e-08	2.649e-08	1.376e-07	6.921e-09	1.151e-07	4.736e-08	3.848e-08	1.660e-07	1.164e-07	9.764e-08	4.270e-08	9.239e-09	3.097e-09	9.564e-08	1.293e-08	6.019e-08	5.734e-08	9.278e-09	1.550e-08	1.946e-08	7.732e-08	4.146e-08	3.280e-09	1.027e-08	7.252e-08	8.694e-09	9.746e-08	7.947e-09	8.701e-08	1.414e-07	6.447e-08	1.081e-07	2.137e-08	7.538e-08	1.256e-07	7.572e-08	2.737e-08	3.253e-08	5.662e-08	6.239e-09	1.102e-07	3.416e-08	5.583e-08	5.669e-08	6.335e-08	6.897e-09	4.791e-10	4.756e-08	5.938e-08	6.869e-08	6.142e-08	4.304e-08	7.222e-08	8.666e-10	6.457e-08	1.091e-07	9.788e-08
			5.111e-07	2.164e-07	1.077e-11	3.777e-07	7.411e-07	3.570e-07	2.889e-07	1.431e-07	2.022e-07	1.051e-06	7.131e-08	8.802e-07	3.741e-07	3.135e-07	8.294e-07	9.963e-07	9.259e-07	3.969e-07	8.231e-08	2.436e-08	6.362e-07	1.392e-07	5.218e-07	6.249e-07	5.914e-08	1.658e-07	1.702e-07	5.799e-07	3.309e-07	2.652e-08	7.414e-08	5.375e-07	8.988e-08	7.483e-07	7.520e-08	6.752e-07	1.241e-06	5.760e-07	8.698e-07	1.662e-07	5.501e-07	9.554e-07	5.629e-07	2.440e-07	2.470e-07	6.411e-07	6.144e-08	9.698e-07	2.681e-07	4.632e-07	4.201e-07	5.041e-07	6.445e-08	4.262e-09	3.386e-07	4.387e-07	6.297e-07	5.535e-07	3.813e-07	4.081e-07	8.098e-09	5.439e-07	7.964e-07	7.588e-07
