		AHCY	AKR1C1	ALUsq(Eurogentec)	ARHGEF7	BIRC5	CAMTA1	CAMTA2	CD44	CDCA5	CDH5	CDKN3	CLSTN1	CPSG3	DDC	DPYSL3	ECEL1	ELAVL4	EPB41L3	EPHA5	EPN2	FYN	GNB1	HIVEP2	HMBS	HPRT1	IGSF4	INPP1	MAP2K4	MAP7	MAPT	MCM2	MRPL3	MTSS1	MYCN(4)	NHLH2	NM23A	NRCAM	NTRK1	ODC1	PAICS	PDE4DIP	PIK3R1	PLAGL1	PLAT	PMP22	PRAME	PRDM2	PRKACB	PRKCZ	PTN	PTPRF	PTPRH	PTPRN2	QPCT	SCG2	SDHA(1)	SLC25A5	SLC6A8	SNAPC1	TNFRSF	TYMS	UBC(2)	ULK2	WSB1
ratio	Bias as ratio mean	5060.52	5078.27	37.57	5478.71	5885.84	8605.89	5720.80	6518.53	6094.83	7953.37	7571.11	6938.94	5873.39	5804.49	7530.02	4293.60	5739.90	6670.07	6419.48	5377.56	5235.59	6643.17	5851.51	6332.73	5168.08	5896.95	5026.37	5747.92	4509.34	5254.36	6173.87	5885.13	8690.83	3119.43	5036.00	3367.30	7011.43	7240.82	8346.12	6027.76	4813.36	5701.30	6837.40	6419.93	9676.73	5992.51	4546.20	4670.02	6593.51	6955.81	3867.04	8169.49	6536.52	6344.19	6112.73	5451.21	4539.99	6387.83	5936.86	6226.59	6341.49	6986.22	5416.68	5816.24
																																																																	
	take log																																																																
	-4.0	-3.929335	-3.756763	-1.682447	-3.644857	-4.243117	-4.088980	-3.824764	-3.835341	-3.929978	-3.899211	-4.025137	-3.782697	-3.886940	-3.717050	-3.961003	-3.643691	-3.758430	-4.041171	-3.876486	-3.724823	-3.729784	-3.922532	-3.755451	-3.735984	-3.913692	-3.800158	-3.697623	-3.992431	-3.624826	-3.645438	-3.806831	-3.722716	-3.892647	-3.538544	-3.686630	-3.292936	-3.961896	-3.803869	-4.052784	-3.826064	-3.590191	-3.664764	-3.679185	-3.801685	-4.045225	-3.704824	-3.519766	-3.652941	-3.801050	-3.687748	-3.687295	-3.989739	-3.882467	-3.880713	-3.730826	-3.646994	-3.783571	-3.819668	-3.604612	-3.633135	-3.862685	-3.865301	-3.704369	-3.766993
	-4.0	-3.662048	-3.651398	-1.565847	-3.907719	-3.477438	-3.846262	-3.734816	-4.178232	-3.771646	-4.040746	-3.894667	-3.706365	-3.709838	-3.772028	-3.881920	-3.602009	-3.747208	-3.862593	-3.668303	-3.762681	-3.612460	-3.716847	-3.679495	-3.908678	-3.595125	-3.713491	-3.738684	-3.746508	-3.601162	-3.935130	-3.595412	-3.879793	-3.917010	-3.430740	-3.672230	-3.652828	-3.854043	-4.002056	-3.785805	-3.925863	-3.590191	-3.801006	-3.945904	-3.773098	-3.847887	-3.761638	-3.527215	-3.807673	-3.866011	-3.937551	-3.518268	-3.842232	-3.837220	-3.763069	-3.833518	-3.948239	-3.587378	-3.734555	-3.927626	-3.943764	-3.862202	-3.805436	-3.891479	-3.728980
	-4.0	-3.589379	-3.715525	-1.496302	-3.704741	-3.922723	-3.904309	-3.720009	-3.605925	-3.687098	-3.795792	-3.758407	-4.150041	-3.730522	-3.806978	-3.801985	-3.654554	-3.771413	-3.654435	-3.921551	-3.706149	-3.845834	-3.853469	-3.893110	-3.778151	-3.689357	-3.804426	-3.670178	-3.618152	-3.750713	-3.640909	-4.118920	-3.724659	-4.017311	-3.520799	-3.751425	-3.798341	-3.747735	-3.802151	-3.970058	-3.638601	-3.960935	-3.819061	-3.934884	-3.851392	-4.108078	-3.885466	-4.216709	-3.577868	-3.793861	-3.956268	-3.573269	-3.917120	-3.738955	-3.772865	-3.800777	-3.673148	-3.624156	-3.873202	-3.858085	-3.868885	-3.702136	-3.864755	-3.642201	-3.800942
	-3.0	-2.893125	-2.828719	-0.254590	-2.813906	-2.947870	-3.184045	-2.770225	-2.790649	-2.883399	-2.802435	-2.950890	-2.924411	-2.847155	-2.898491	-2.886034	-2.705169	-2.897231	-2.874839	-2.923795	-2.769395	-2.763634	-2.921637	-2.791099	-2.825401	-2.863584	-2.864517	-2.818931	-2.939390	-2.868314	-2.790594	-3.076282	-2.887328	-2.931974	-2.766264	-2.794463	-2.850259	-2.830597	-2.899651	-2.923348	-2.879925	-2.855792	-2.795246	-2.868898	-3.068487	-2.904127	-2.939189	-2.942692	-2.887292	-2.861433	-2.831018	-2.745134	-2.933637	-2.850775	-2.823736	-2.926908	-2.837853	-2.845833	-2.896620	-2.863033	-2.900615	-3.005172	-2.736488	-2.732418	-2.884499
	-3.0	-2.799582	-2.740836	-1.406443	-2.833198	-2.845934	-2.901462	-2.788428	-2.861277	-2.807266	-2.838717	-2.979505	-2.936383	-2.879087	-2.817220	-2.866313	-2.708270	-2.814154	-2.888528	-2.904588	-2.848238	-2.886338	-3.017692	-2.906437	-2.855209	-2.848639	-2.916754	-2.864247	-2.876950	-2.757090	-2.843051	-2.925921	-2.814088	-2.891105	-2.785277	-2.802055	-2.900493	-2.839694	-2.858175	-2.847553	-3.031187	-2.829769	-2.819969	-2.874803	-2.986800	-2.832103	-2.947071	-2.941228	-2.835037	-2.819697	-2.841850	-2.663552	-2.852967	-2.891237	-2.971706	-2.905675	-2.826649	-2.890876	-2.923767	-2.888722	-2.918253	-2.953499	-2.793003	-2.745975	-2.862223
	-3.0	-2.857864	-2.787723	-1.492508	-2.905697	-2.912860	-2.964798	-2.924703	-2.865706	-2.834804	-2.926482	-3.016795	-2.939030	-2.890083	-2.883585	-2.932553	-2.739095	-2.809654	-2.923738	-2.998702	-2.834513	-2.831008	-2.954504	-2.817963	-2.831284	-2.958350	-2.936695	-2.932193	-2.855933	-2.801138	-2.882977	-2.968890	-2.922669	-2.987989	-2.786368	-2.935472	-2.916491	-2.890912	-2.967090	-2.861397	-2.932453	-2.895981	-2.855615	-2.875826	-2.963461	-3.122453	-3.007936	-2.986379	-2.894067	-2.837419	-2.875611	-2.828816	-2.857308	-2.836703	-2.924264	-2.859535	-2.904855	-2.844548	-2.913029	-2.901803	-2.832664	-2.935185	-2.818725	-2.865197	-2.958452
	-2.0	-1.847127	-1.820402	-1.162330	-1.872014	-1.854250	-1.902336	-1.858615	-1.875730	-1.852961	-1.867912	-1.969486	-1.914701	-1.858206	-1.869765	-1.856001	-1.813129	-1.859768	-1.887613	-1.880170	-1.823645	-1.864402	-1.850044	-1.832560	-1.834325	-1.872910	-1.916568	-1.816213	-1.890576	-1.816627	-1.866820	-1.860013	-1.913648	-1.911274	-1.806494	-1.836409	-1.842265	-1.822986	-1.819068	-1.870519	-1.927047	-1.877121	-1.832879	-1.883672	-1.888406	-1.893270	-1.856580	-1.860037	-1.849528	-1.852770	-1.861122	-1.796720	-1.839026	-1.856390	-1.899441	-1.927995	-1.865415	-1.849280	-1.876528	-1.836210	-1.941038	-1.862547	-1.805912	-1.824955	-1.836980
	-2.0	-1.899778	-1.869172	-1.411086	-1.917052	-1.902181	-2.055980	-1.852288	-1.888936	-1.895403	-1.900887	-1.988685	-1.972048	-1.874682	-1.879198	-1.945660	-1.799960	-1.927613	-1.926040	-1.958268	-1.918416	-1.857991	-1.917708	-1.821750	-1.916094	-1.901528	-1.954959	-1.866358	-1.934475	-1.858954	-1.874408	-1.898937	-1.925700	-1.930061	-1.869832	-1.844778	-1.876626	-1.887932	-1.932641	-1.908083	-1.938089	-1.902039	-1.870327	-1.888870	-1.961863	-2.004626	-1.889928	-1.933883	-1.896448	-1.923078	-1.899873	-1.833031	-1.909012	-1.879033	-1.895765	-1.899161	-1.918706	-1.915456	-1.894922	-1.848067	-1.898581	-1.930645	-1.863394	-1.915318	-1.901095
	-2.0	-1.849443	-1.932143	-0.842824	-1.872273	-1.863928	-1.921336	-1.826452	-1.892511	-1.900424	-1.875448	-1.911027	-2.004453	-1.897605	-1.856180	-1.899697	-1.779550	-1.904331	-1.895682	-1.910301	-1.830844	-1.972504	-1.887833	-1.858402	-1.878272	-1.889394	-1.927155	-1.830524	-1.974666	-1.842171	-1.868573	-1.962874	-1.921594	-1.895437	-1.815163	-1.831939	-1.884566	-1.890422	-1.906411	-1.897398	-1.914280	-1.869206	-1.869308	-1.942145	-1.953808	-1.910477	-1.938641	-1.986055	-1.880910	-1.866496	-1.868306	-1.777883	-1.870744	-1.845642	-1.891382	-1.897231	-1.876218	-1.861697	-1.893915	-1.873406	-1.917041	-1.987440	-1.816279	-1.836384	-1.891259
	-1.0	-0.977281	-0.930442	-0.619451	-0.986450	-0.975215	-1.002870	-0.969323	-0.983240	-0.990250	-1.035769	-1.002552	-1.007317	-1.012956	-0.987125	-1.052032	-0.930378	-1.013441	-1.088921	-1.014208	-0.999353	-0.999412	-0.972799	-0.983108	-0.990159	-1.004887	-0.998246	-0.967019	-0.991454	-0.981229	-0.982528	-1.053395	-0.998087	-0.977719	-0.948484	-0.936602	-1.003741	-0.959881	-0.994513	-0.998888	-1.010404	-0.991346	-0.993117	-0.979209	-1.051501	-1.004723	-0.995020	-1.014869	-1.015556	-0.981702	-0.981446	-0.938243	-0.972398	-0.985193	-0.999197	-0.993141	-0.981086	-0.989360	-0.998563	-0.956550	-1.019112	-0.953839	-0.963237	-0.982455	-0.987777
	-1.0	-0.962647	-0.905288	-0.945077	-0.982687	-0.947028	-0.998754	-1.000996	-0.986168	-0.988213	-0.990057	-0.994552	-0.998095	-1.005099	-1.001036	-1.000669	-0.925540	-0.970305	-1.000370	-0.982167	-1.002959	-0.979497	-0.970459	-1.036718	-0.960730	-0.987423	-0.991156	-0.931194	-1.003214	-0.970247	-0.968818	-0.989038	-0.987793	-1.005130	-0.949278	-0.946911	-0.963559	-0.989172	-0.998605	-0.995131	-0.987563	-1.000912	-0.991811	-0.991491	-1.030274	-0.999712	-0.976911	-1.038357	-0.980854	-0.973946	-0.990274	-0.948522	-0.975897	-0.983015	-1.039919	-1.052227	-0.980252	-1.004244	-0.994509	-0.977012	-1.008029	-1.031017	-0.957458	-1.010001	-0.975797
	-1.0	-0.947539	-0.915832	-0.892341	-0.947056	-0.954274	-0.958779	-0.970107	-0.985032	-0.955206	-1.009888	-0.982216	-0.967063	-0.989378	-1.000237	-0.975390	-0.940883	-0.971974	-0.950024	-0.999756	-1.151861	-0.996175	-0.932192	-0.919325	-0.936784	-0.965708	-0.986239	-0.914628	-0.977827	-0.968153	-0.941246	-0.998185	-0.960304	-0.932426	-0.949543	-0.902508	-0.967621	-0.911334	-0.955341	-0.956615	-0.969856	-0.973926	-0.979394	-0.954189	-1.052482	-0.944375	-0.989548	-1.033991	-0.954483	-0.969542	-0.957378	-0.920819	-0.931183	-0.946159	-0.969050	-0.968507	-0.961259	-0.975779	-0.997575	-0.912825	-0.991378	-0.938951	-0.929661	-0.949625	-1.002000
	0.0	-0.047474	0.011651	0.002772	-0.036844	-0.055638	0.001064	-0.019893	-0.008729	-0.053905	-0.046579	-0.021566	-0.031105	-0.005410	0.020132	-0.002521	-0.013796	-0.004084	-0.047644	-0.046083	-0.004627	-0.007417	0.000416	-0.021501	-0.016422	-0.015584	-0.010309	-0.031611	-0.021906	-0.005960	-0.057438	-0.010265	-0.029013	-0.002867	-0.002489	-0.016614	-0.043059	-0.036051	-0.016772	-0.015881	-0.007352	-0.049112	-0.024647	-0.021294	-0.002794	-0.023135	-0.031352	-0.038235	0.006642	0.007655	-0.008331	-0.037700	-0.026996	-0.036103	-0.040013	-0.038821	-0.019707	-0.064333	-0.017955	-0.010300	0.013264	0.007567	-0.019813	-0.032407	-0.012301
	0.0	0.022973	0.017051	0.006544	0.036807	0.047278	0.026615	0.010642	0.010503	0.020920	0.025339	0.015056	0.012275	0.010021	-0.051511	0.007843	-0.036383	0.010964	0.031730	0.000569	0.029469	0.008502	0.048538	0.037650	0.020822	0.014541	0.016037	0.045874	0.020164	0.023623	0.063092	0.014494	0.015349	-0.021587	0.012524	0.038552	0.024683	-0.010459	0.018379	0.013022	0.010708	0.036713	0.020737	0.021027	0.007763	0.022511	0.026859	0.021550	0.031652	0.017823	0.045323	0.010605	0.044631	0.028421	0.026758	0.005276	0.024495	0.028082	0.010875	0.079939	0.018326	0.025869	0.029168	0.052463	0.014846
	0.0	0.020870	-0.030227	-0.009476	-0.003098	0.002268	-0.029492	0.008586	-0.001994	0.028319	0.017709	0.005682	0.017221	-0.004787	0.027104	-0.005435	0.045961	-0.007097	0.012037	0.041141	-0.026693	-0.001234	-0.055126	-0.018752	-0.005245	0.000519	-0.006194	-0.018276	0.000722	-0.018757	-0.014338	-0.004618	0.012267	0.023282	-0.010347	-0.024704	0.015321	0.042754	-0.002328	0.002368	-0.003566	0.008052	0.002711	-0.000765	-0.005077	-0.000576	0.002532	0.014269	-0.041443	-0.026722	-0.041436	0.024661	-0.021347	0.005240	0.010498	0.030716	-0.005973	0.029743	0.006527	-0.085475	-0.033442	-0.035717	-0.010938	-0.025256	-0.002985
SSx	30																																																																
		AHCY	AKR1C1	ALUsq(Eurogentec)	ARHGEF7	BIRC5	CAMTA1	CAMTA2	CD44	CDCA5	CDH5	CDKN3	CLSTN1	CPSG3	DDC	DPYSL3	ECEL1	ELAVL4	EPB41L3	EPHA5	EPN2	FYN	GNB1	HIVEP2	HMBS	HPRT1	IGSF4	INPP1	MAP2K4	MAP7	MAPT	MCM2	MRPL3	MTSS1	MYCN(4)	NHLH2	NM23A	NRCAM	NTRK1	ODC1	PAICS	PDE4DIP	PIK3R1	PLAGL1	PLAT	PMP22	PRAME	PRDM2	PRKACB	PRKCZ	PTN	PTPRF	PTPRH	PTPRN2	QPCT	SCG2	SDHA(1)	SLC25A5	SLC6A8	SNAPC1	TNFRSF	TYMS	UBC(2)	ULK2	WSB1
	slope = bias	0.933912	0.928335	0.339518	0.938166	0.970151	0.992179	0.936693	0.960058	0.945330	0.966545	0.977421	0.970078	0.942105	0.939815	0.964880	0.904927	0.937300	0.958548	0.958496	0.922719	0.929392	0.966391	0.940909	0.948939	0.936929	0.945918	0.933582	0.947064	0.915271	0.934987	0.965734	0.944315	0.984913	0.882338	0.932034	0.907147	0.960688	0.966372	0.976599	0.955213	0.929643	0.935793	0.960417	0.957887	0.996995	0.954422	0.943521	0.924539	0.950424	0.959121	0.899424	0.975173	0.952558	0.951311	0.946761	0.939372	0.919636	0.953217	0.951871	0.950696	0.960651	0.952189	0.928907	0.944418
	correlation = R	0.998455	0.999637	0.809732	0.999028	0.994417	0.998294	0.999420	0.996702	0.999209	0.998765	0.999136	0.997865	0.999404	0.999572	0.999441	0.999813	0.999754	0.998223	0.998876	0.998871	0.999022	0.998957	0.999025	0.999540	0.998486	0.999581	0.999315	0.998361	0.999333	0.998613	0.996627	0.999445	0.999574	0.998734	0.999416	0.995556	0.999232	0.999131	0.998925	0.998636	0.997836	0.999514	0.999075	0.998858	0.998280	0.998928	0.993047	0.998804	0.999772	0.998895	0.999191	0.999326	0.999572	0.999346	0.999541	0.998746	0.998843	0.999591	0.998432	0.998806	0.998987	0.999275	0.998793	0.999498
																																																																	
	Sres	0.078948	0.038022	0.373766	0.062885	0.156382	0.088163	0.048504	0.118744	0.057144	0.073038	0.061752	0.096449	0.049425	0.041803	0.049033	0.026601	0.031559	0.086914	0.069089	0.066657	0.062474	0.067099	0.063153	0.043729	0.078397	0.041616	0.052515	0.082468	0.050820	0.074877	0.120800	0.047794	0.043701	0.067513	0.048429	0.130352	0.057231	0.061254	0.068857	0.075875	0.093055	0.044320	0.062809	0.069616	0.088943	0.067190	0.169906	0.068747	0.030859	0.068539	0.054981	0.054424	0.042326	0.052285	0.043581	0.071537	0.067266	0.041407	0.081065	0.070647	0.065722	0.055111	0.069382	0.045484
	Sxx	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
	se of slope	0.014414	0.006942	0.068240	0.011481	0.028551	0.016096	0.008856	0.021680	0.010433	0.013335	0.011274	0.017609	0.009024	0.007632	0.008952	0.004857	0.005762	0.015868	0.012614	0.012170	0.011406	0.012251	0.011530	0.007984	0.014313	0.007598	0.009588	0.015057	0.009278	0.013671	0.022055	0.008726	0.007979	0.012326	0.008842	0.023799	0.010449	0.011183	0.012572	0.013853	0.016989	0.008092	0.011467	0.012710	0.016239	0.012267	0.031021	0.012551	0.005634	0.012513	0.010038	0.009936	0.007728	0.009546	0.007957	0.013061	0.012281	0.007560	0.014800	0.012898	0.011999	0.010062	0.012667	0.008304
expected slope	1																																																																
	t	4.585041	10.323604	9.678805	5.385749	1.045462	0.485870	7.148837	1.842368	5.240110	2.508825	2.002673	1.699239	6.415940	7.885614	3.923068	19.575919	10.882023	2.612272	3.290337	6.350163	6.190376	2.743455	5.124998	6.395689	4.406490	7.117934	6.927225	3.515808	9.131847	4.755635	1.553665	6.381514	1.890917	9.545730	7.686887	3.901543	3.762259	3.006944	1.861408	3.233102	4.141207	7.935012	3.451763	3.313325	0.185048	3.715481	1.820698	6.012115	8.799441	3.266813	10.019460	2.498570	6.139204	5.100597	6.691053	4.642031	6.543799	6.188338	3.251857	3.822503	3.279300	4.751697	5.612297	6.693181
	p (slope = 1)	5.1143e-04	1.2419e-07	2.6243e-07	1.2414e-04	3.1486e-01	6.3515e-01	7.4907e-06	8.8340e-02	1.5958e-04	2.6150e-02	6.6521e-02	1.1306e-01	2.2854e-05	2.6171e-06	1.7482e-03	4.9769e-11	6.6908e-08	2.1499e-02	5.8556e-03	2.5350e-05	3.2689e-05	1.6746e-02	1.9501e-04	2.3593e-05	7.0914e-04	7.8402e-06	1.0417e-05	3.7972e-03	5.1059e-07	3.7561e-04	1.4426e-01	2.4126e-05	8.1130e-02	3.0773e-07	3.4526e-06	1.8208e-03	2.3715e-03	1.0103e-02	8.5446e-02	6.5374e-03	1.1601e-03	2.4448e-06	4.2936e-03	5.6022e-03	8.5605e-01	2.5924e-03	9.1741e-02	4.3592e-05	7.7656e-07	6.1267e-03	1.7591e-07	2.6661e-02	3.5488e-05	2.0353e-04	1.4909e-05	4.6113e-04	1.8715e-05	3.2796e-05	6.3057e-03	2.1150e-03	5.9813e-03	3.7828e-04	8.4483e-05	1.4861e-05
																																																																	
	Derivation from regression																																																																
	is independent of scaling																																																																
	ncount	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
	ngroups	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
																																																																	
	var	1.874770	1.848068	0.376735	1.889718	2.039549	2.116688	1.882312	1.988190	1.917995	2.006831	2.050724	2.025176	1.904185	1.894307	1.997219	1.755427	1.883490	1.975901	1.973107	1.828577	1.854558	2.005421	1.900794	1.931385	1.886782	1.918954	1.870224	1.928309	1.797514	1.878494	2.012069	1.912972	2.080459	1.672491	1.863649	1.779171	1.980732	2.004645	2.048144	1.960555	1.859976	1.878340	1.980238	1.970675	2.137344	1.956165	1.934446	1.836044	1.936539	1.975604	1.736300	2.040527	1.946022	1.941807	1.922527	1.895650	1.816479	1.948641	1.947658	1.941397	1.981548	1.945673	1.853473	1.913191
	SStotal	26.246785	25.872949	5.274290	26.456053	28.553689	29.633637	26.352372	27.834659	26.851931	28.095639	28.710141	28.352464	26.658592	26.520300	27.961059	24.575973	26.368862	27.662617	27.623503	25.600079	25.963815	28.075888	26.611112	27.039389	26.414954	26.865350	26.183139	26.996320	25.165198	26.298917	28.168969	26.781610	29.126428	23.414880	26.091088	24.908388	27.730247	28.065037	28.674022	27.447776	26.039670	26.296766	27.723327	27.589455	29.922816	27.386312	27.082242	25.704610	27.111541	27.658452	24.308193	28.567382	27.244306	27.185293	26.915375	26.539105	25.430709	27.280978	27.267209	27.179561	27.741668	27.239417	25.948618	26.784674
																																																																	
	variance per concentration	0.032049	0.002819	0.008847	0.018981	0.147866	0.016064	0.003214	0.082957	0.015201	0.015122	0.017789	0.056269	0.009377	0.002055	0.006322	0.000769	0.000147	0.037464	0.018251	0.000830	0.013616	0.010957	0.011725	0.008106	0.026782	0.002633	0.001189	0.036173	0.006462	0.028418	0.069360	0.008124	0.004366	0.003341	0.001780	0.067688	0.011467	0.013207	0.018678	0.021270	0.045817	0.007116	0.022774	0.001570	0.018432	0.008532	0.160198	0.013731	0.001580	0.022476	0.007433	0.005440	0.005383	0.004261	0.002752	0.027851	0.010876	0.004889	0.028904	0.026279	0.008566	0.001184	0.016836	0.001296
		0.002232	0.001934	0.477769	0.002342	0.002683	0.021989	0.007128	0.001774	0.001486	0.004068	0.001092	0.000061	0.000497	0.001872	0.001157	0.000352	0.002432	0.000636	0.002473	0.001774	0.003776	0.002383	0.003642	0.000249	0.003540	0.001389	0.003250	0.001884	0.003137	0.002147	0.005998	0.003067	0.002366	0.000128	0.006290	0.001194	0.001057	0.003022	0.001629	0.005898	0.001113	0.000921	0.000014	0.003041	0.022860	0.001415	0.000658	0.001044	0.000439	0.000541	0.006828	0.002059	0.000802	0.005709	0.001186	0.001789	0.000696	0.000187	0.000389	0.002042	0.001317	0.001770	0.005338	0.002538
		0.000885	0.003138	0.081147	0.000672	0.000642	0.007016	0.000290	0.000078	0.000680	0.000299	0.001636	0.002066	0.000392	0.000134	0.002010	0.000286	0.001188	0.000411	0.001551	0.002784	0.004140	0.001150	0.000355	0.001675	0.000206	0.000393	0.000667	0.001769	0.000454	0.000016	0.002697	0.000038	0.000300	0.001179	0.000042	0.000506	0.001462	0.003536	0.000375	0.000142	0.000294	0.000455	0.001047	0.001623	0.003593	0.001703	0.004009	0.000571	0.001389	0.000425	0.000786	0.001228	0.000291	0.000016	0.000297	0.000794	0.001237	0.000107	0.000361	0.000453	0.003910	0.000939	0.002421	0.001192
		0.000221	0.000160	0.030547	0.000473	0.000214	0.000593	0.000326	0.000002	0.000387	0.000525	0.000105	0.000445	0.000144	0.000061	0.001525	0.000062	0.000597	0.004945	0.000257	0.007574	0.000114	0.000520	0.003454	0.000715	0.000385	0.000036	0.000717	0.000161	0.000049	0.000442	0.001212	0.000382	0.001348	0.000000	0.000540	0.000489	0.001546	0.000570	0.000547	0.000413	0.000187	0.000057	0.000361	0.000157	0.001122	0.000086	0.000156	0.000938	0.000038	0.000290	0.000196	0.000618	0.000481	0.001265	0.001851	0.000126	0.000203	0.000004	0.001075	0.000195	0.002442	0.000322	0.000914	0.000172
		0.001606	0.000670	0.000070	0.001359	0.002662	0.000789	0.000291	0.000095	0.002069	0.001561	0.000362	0.000707	0.000076	0.001894	0.000049	0.001810	0.000094	0.001708	0.001905	0.000801	0.000064	0.002691	0.001115	0.000365	0.000227	0.000201	0.001716	0.000443	0.000473	0.003730	0.000168	0.000614	0.000508	0.000135	0.001185	0.001347	0.001616	0.000312	0.000214	0.000091	0.001909	0.000522	0.000448	0.000047	0.000521	0.000855	0.001064	0.001380	0.000545	0.001917	0.001070	0.001586	0.001068	0.001212	0.001238	0.000512	0.002899	0.000242	0.006859	0.000814	0.001000	0.000681	0.002216	0.000190
	SS per concentration	0.064098	0.005638	0.017694	0.037961	0.295732	0.032128	0.006428	0.165914	0.030403	0.030243	0.035578	0.112539	0.018753	0.004110	0.012643	0.001539	0.000293	0.074928	0.036502	0.001659	0.027232	0.021914	0.023450	0.016213	0.053564	0.005266	0.002377	0.072346	0.012924	0.056836	0.138719	0.016248	0.008732	0.006682	0.003559	0.135377	0.022933	0.026414	0.037357	0.042541	0.091634	0.014232	0.045547	0.003139	0.036864	0.017064	0.320396	0.027463	0.003159	0.044952	0.014866	0.010880	0.010766	0.008522	0.005504	0.055703	0.021752	0.009778	0.057807	0.052558	0.017132	0.002368	0.033672	0.002592
		0.004464	0.003867	0.955538	0.004685	0.005365	0.043978	0.014255	0.003547	0.002972	0.008136	0.002184	0.000121	0.000994	0.003744	0.002314	0.000704	0.004864	0.001273	0.004946	0.003548	0.007552	0.004766	0.007284	0.000499	0.007080	0.002779	0.006500	0.003769	0.006275	0.004294	0.011996	0.006134	0.004732	0.000256	0.012580	0.002389	0.002115	0.006044	0.003258	0.011796	0.002225	0.001842	0.000028	0.006083	0.045719	0.002831	0.001316	0.002087	0.000878	0.001082	0.013657	0.004118	0.001603	0.011417	0.002373	0.003577	0.001392	0.000374	0.000778	0.004085	0.002635	0.003540	0.010676	0.005075
		0.001770	0.006277	0.162295	0.001345	0.001285	0.014032	0.000581	0.000156	0.001360	0.000597	0.003272	0.004131	0.000783	0.000268	0.004020	0.000573	0.002377	0.000821	0.003103	0.005567	0.008280	0.002300	0.000709	0.003349	0.000413	0.000786	0.001334	0.003538	0.000909	0.000032	0.005394	0.000075	0.000601	0.002359	0.000085	0.001011	0.002924	0.007072	0.000749	0.000284	0.000587	0.000910	0.002095	0.003246	0.007187	0.003406	0.008019	0.001143	0.002778	0.000850	0.001572	0.002456	0.000581	0.000033	0.000594	0.001587	0.002474	0.000214	0.000722	0.000906	0.007820	0.001877	0.004842	0.002385
		0.000442	0.000319	0.061094	0.000945	0.000429	0.001186	0.000653	0.000004	0.000774	0.001051	0.000210	0.000889	0.000288	0.000122	0.003050	0.000123	0.001194	0.009889	0.000515	0.015148	0.000228	0.001040	0.006908	0.001429	0.000771	0.000073	0.001434	0.000323	0.000099	0.000884	0.002425	0.000763	0.002696	0.000001	0.001080	0.000979	0.003091	0.001141	0.001095	0.000826	0.000374	0.000115	0.000723	0.000315	0.002243	0.000173	0.000312	0.001877	0.000076	0.000580	0.000392	0.001237	0.000962	0.002530	0.003702	0.000252	0.000405	0.000009	0.002150	0.000390	0.004885	0.000644	0.001827	0.000344
		0.003213	0.001339	0.000140	0.002719	0.005324	0.001578	0.000583	0.000190	0.004138	0.003121	0.000724	0.001414	0.000153	0.003787	0.000097	0.003621	0.000187	0.003417	0.003810	0.001601	0.000129	0.005382	0.002229	0.000730	0.000454	0.000402	0.003432	0.000887	0.000945	0.007460	0.000337	0.001227	0.001016	0.000270	0.002370	0.002695	0.003232	0.000624	0.000427	0.000181	0.003818	0.001044	0.000896	0.000094	0.001042	0.001709	0.002128	0.002760	0.001090	0.003834	0.002140	0.003172	0.002137	0.002425	0.002476	0.001024	0.005798	0.000483	0.013719	0.001629	0.002000	0.001362	0.004432	0.000381
	SSwithin	0.073987	0.017441	1.196761	0.047654	0.308134	0.092903	0.022499	0.169812	0.039646	0.043148	0.041968	0.119095	0.020972	0.012031	0.022125	0.006558	0.008916	0.090328	0.048875	0.027524	0.043422	0.035402	0.040581	0.022221	0.062281	0.009306	0.015078	0.080862	0.021151	0.069505	0.158871	0.024447	0.017776	0.009567	0.019675	0.142450	0.034295	0.041295	0.042886	0.055628	0.098639	0.018143	0.049289	0.012877	0.093055	0.025183	0.332171	0.035329	0.007980	0.051297	0.032626	0.021862	0.016049	0.024927	0.014648	0.062142	0.031823	0.010858	0.075176	0.059568	0.034473	0.009791	0.055449	0.010776
